"Date & Time","use [kW]","gen [kW]","01:Grid [kW]","01:Grid* [kVA]","02:Dryer [kW]","02:Dryer* [kVA]","03:OfficeOutlets [kW]","03:OfficeOutlets* [kVA]","04:LivingRoomOutlets [kW]","04:LivingRoomOutlets* [kVA]","05:GuestBathOutlets [kW]","05:GuestBathOutlets* [kVA]","06:MasterBathOutlets [kW]","06:MasterBathOutlets* [kVA]","07:LivingRoomPatioLights [kW]","07:LivingRoomPatioLights* [kVA]","08:GuestBathHallLights [kW]","08:GuestBathHallLights* [kVA]","09:DiningRoomOutlets [kW]","09:DiningRoomOutlets* [kVA]","10:OutsideOutlets [kW]","10:OutsideOutlets* [kVA]","11:CellarLights [kW]","11:CellarLights* [kVA]","L1:Voltage [V]","L2:Voltage [V]","L1:Frequency [Hz]","L2:Frequency [Hz]"
2014-06-14 23:59:00,0.905416667,-0.000000000,-0.905416667,1.197750000,-0.008300000,0.014966667,-0.051700000,0.068016667,-0.065650000,0.087800000,-0.000616667,0.001633333,-0.002266667,0.003350000,-0.004250000,0.009250000,-0.006150000,0.013916667,-0.011200000,0.018783333,-0.001300000,0.001716667,0.000016667,0.004000000,121.728116667,122.278633333,60.009466667,60.009233333
2014-06-14 23:58:00,0.897833333,-0.000000000,-0.897833333,1.195333333,-0.008300000,0.015033333,-0.051683333,0.068183333,-0.065516667,0.087783333,-0.000633333,0.001650000,-0.002266667,0.003333333,-0.004250000,0.009266667,-0.006166667,0.013933333,-0.011200000,0.018800000,-0.001300000,0.001733333,-0.000000000,0.003983333,121.671100000,122.270416667,60.012400000,60.012700000
2014-06-14 23:57:00,0.922483333,-0.000000000,-0.922483333,1.226266667,-0.008333333,0.015100000,-0.051866667,0.068633333,-0.065583333,0.088300000,-0.000633333,0.001633333,-0.002183333,0.003250000,-0.004266667,0.009266667,-0.006150000,0.013933333,-0.011200000,0.018866667,-0.001300000,0.001716667,0.000016667,0.003983333,121.594666667,122.189516667,60.025900000,60.021533333
2014-06-14 23:56:00,0.916700000,-0.000000000,-0.916700000,1.219550000,-0.008300000,0.015033333,-0.051783333,0.068600000,-0.065333333,0.087950000,-0.000616667,0.001633333,-0.002183333,0.003233333,-0.004233333,0.009250000,-0.006150000,0.013900000,-0.011200000,0.018866667,-0.001300000,0.001716667,-0.000000000,0.003983333,121.513366667,122.086883333,60.026116667,60.026416667
2014-06-14 23:55:00,0.920483333,-0.000000000,-0.920483333,1.222216667,-0.008333333,0.015033333,-0.051716667,0.068466667,-0.065700000,0.088366667,-0.000633333,0.001650000,-0.002183333,0.003250000,-0.004250000,0.009266667,-0.006150000,0.013916667,-0.011183333,0.018866667,-0.001283333,0.001716667,0.000016667,0.004000000,121.543300000,122.115333333,60.012583333,60.011550000
2014-06-14 23:54:00,0.927066667,-0.000000000,-0.927066667,1.225516667,-0.008300000,0.015200000,-0.051550000,0.068466667,-0.065500000,0.088516667,-0.000616667,0.001633333,-0.002183333,0.003233333,-0.004250000,0.009250000,-0.006150000,0.013883333,-0.011216667,0.018850000,-0.001300000,0.001716667,-0.000000000,0.003966667,121.417183333,121.946083333,60.000833333,60.001116667
2014-06-14 23:53:00,0.985216667,-0.000000000,-0.985216667,1.288516667,-0.008333333,0.015200000,-0.051516667,0.068300000,-0.065650000,0.088816667,-0.000633333,0.001633333,-0.002183333,0.003250000,-0.004266667,0.009250000,-0.006116667,0.013850000,-0.011216667,0.018816667,-0.001266667,0.001700000,0.000016667,0.003983333,121.356833333,121.826050000,59.983983333,59.985183333
2014-06-14 23:52:00,1.042650000,-0.000000000,-1.042650000,1.317500000,-0.008300000,0.015100000,-0.051600000,0.068366667,-0.065733333,0.088950000,-0.000633333,0.001633333,-0.002166667,0.003233333,-0.004266667,0.009266667,-0.006116667,0.013850000,-0.011216667,0.018816667,-0.001283333,0.001700000,-0.000000000,0.003983333,121.308450000,121.713616667,59.984583333,59.985433333
2014-06-14 23:51:00,0.446550000,-0.000000000,-0.446550000,0.622683333,-0.008100000,0.015033333,-0.051483333,0.068233333,-0.065883333,0.089116667,-0.000600000,0.001633333,-0.002283333,0.003283333,-0.004166667,0.009250000,-0.006233333,0.013966667,-0.011183333,0.018766667,-0.001366667,0.001750000,0.000016667,0.003966667,121.126950000,122.260450000,60.006433333,60.005300000
2014-06-14 23:50:00,0.449216667,-0.000000000,-0.449216667,0.624333333,-0.008066667,0.015000000,-0.052950000,0.067916667,-0.066116667,0.089033333,-0.000600000,0.001633333,-0.002283333,0.003300000,-0.004150000,0.009216667,-0.006233333,0.013983333,-0.011200000,0.018750000,-0.001383333,0.001766667,-0.000000000,0.003983333,121.303200000,122.441833333,60.008183333,60.011466667
2014-06-14 23:49:00,0.447416667,-0.000000000,-0.447416667,0.624383333,-0.008066667,0.015000000,-0.051433333,0.067916667,-0.065933333,0.088916667,-0.000600000,0.001633333,-0.002300000,0.003316667,-0.004166667,0.009250000,-0.006233333,0.014000000,-0.011200000,0.018766667,-0.001383333,0.001750000,0.000016667,0.003966667,121.301366667,122.418950000,60.020883333,60.018850000
2014-06-14 23:48:00,0.449050000,-0.000000000,-0.449050000,0.624683333,-0.008066667,0.014933333,-0.051466667,0.067833333,-0.066050000,0.088783333,-0.000616667,0.001633333,-0.002283333,0.003300000,-0.004150000,0.009250000,-0.006250000,0.014000000,-0.011183333,0.018733333,-0.001366667,0.001766667,0.000016667,0.003983333,121.442266667,122.530916667,60.022233333,60.021066667
2014-06-14 23:47:00,0.539766667,-0.000000000,-0.539766667,0.662066667,-0.008033333,0.014966667,-0.051433333,0.067550000,-0.065816667,0.088216667,-0.000600000,0.001633333,-0.002316667,0.003300000,-0.004133333,0.009216667,-0.006233333,0.014000000,-0.011183333,0.018700000,-0.001383333,0.001766667,-0.000000000,0.003983333,121.429033333,122.675766667,60.029833333,60.031700000
2014-06-14 23:46:00,0.555683333,-0.000000000,-0.555683333,0.671916667,-0.008033333,0.014966667,-0.051433333,0.067716667,-0.066350000,0.089300000,-0.000616667,0.001650000,-0.002300000,0.003316667,-0.004133333,0.009233333,-0.006250000,0.014000000,-0.011183333,0.018716667,-0.001383333,0.001766667,0.000016667,0.003983333,121.293700000,122.577700000,60.029883333,60.030166667
2014-06-14 23:45:00,0.565533333,-0.000000000,-0.565533333,0.694183333,-0.008000000,0.014933333,-0.051500000,0.067883333,-0.066250000,0.089083333,-0.000600000,0.001616667,-0.002316667,0.003300000,-0.004150000,0.009233333,-0.006250000,0.014016667,-0.011183333,0.018733333,-0.001383333,0.001766667,-0.000000000,0.003983333,121.364466667,122.645100000,60.021866667,60.025033333
2014-06-14 23:44:00,0.560816667,-0.000000000,-0.560816667,0.682883333,-0.008033333,0.014833333,-0.051450000,0.067866667,-0.066166667,0.088750000,-0.000616667,0.001633333,-0.002433333,0.003500000,-0.004133333,0.009216667,-0.006266667,0.014016667,-0.011183333,0.018750000,-0.001383333,0.001766667,0.000016667,0.003983333,121.371683333,122.661416667,60.017316667,60.017566667
