"Date & Time","use [kW]","gen [kW]","12:FurnaceHRV [kW]","12:FurnaceHRV* [kVA]","13:CellarOutlets [kW]","13:CellarOutlets* [kVA]","14:WashingMachine [kW]","14:WashingMachine* [kVA]","15:FridgeRange [kW]","15:FridgeRange* [kVA]","16:DisposalDishwasher [kW]","16:DisposalDishwasher* [kVA]","17:Microwave [kW]","17:Microwave* [kVA]","18:KitchenLights [kW]","18:KitchenLights* [kVA]","19:BedroomOutlets [kW]","19:BedroomOutlets* [kVA]","20:BedroomLights [kW]","20:BedroomLights* [kVA]","21:MasterOutlets [kW]","21:MasterOutlets* [kVA]","22:MasterLights [kW]","22:MasterLights* [kVA]","23:DuctHeaterHRV [kW]","23:DuctHeaterHRV* [kVA]"
2014-06-28 23:59:00,-0.000000000,-0.000000000,-0.018100000,0.038800000,-0.003100000,0.014533333,-0.005533333,0.013866667,-0.004966667,0.008583333,-0.005016667,0.031800000,-0.003416667,0.004466667,-0.003733333,0.008300000,-0.011350000,0.013666667,-0.004750000,0.011133333,-0.038600000,0.048100000,-0.008816667,0.045050000,-0.021966667,0.100783333
2014-06-28 23:58:00,-0.000000000,-0.000000000,-0.018100000,0.038666667,-0.003083333,0.014516667,-0.005516667,0.013866667,-0.004933333,0.008483333,-0.005016667,0.031733333,-0.003400000,0.004366667,-0.003733333,0.008266667,-0.011366667,0.013666667,-0.004733333,0.011083333,-0.038566667,0.048083333,-0.008800000,0.044933333,-0.018583333,0.096733333
2014-06-28 23:57:00,-0.000000000,-0.000000000,-0.018350000,0.039016667,-0.060850000,0.077700000,-0.005533333,0.013883333,-0.004983333,0.008533333,-0.005000000,0.031766667,-0.003400000,0.004383333,-0.003716667,0.008266667,-0.011350000,0.013650000,-0.004716667,0.011116667,-0.038566667,0.048066667,-0.008816667,0.044966667,-0.019250000,0.096866667
2014-06-28 23:56:00,-0.000000000,-0.000000000,-0.018550000,0.039300000,-0.107916667,0.128716667,-0.005500000,0.013866667,-0.004916667,0.008466667,-0.005000000,0.031750000,-0.003400000,0.004433333,-0.003733333,0.008266667,-0.011350000,0.013683333,-0.004733333,0.011116667,-0.038600000,0.048083333,-0.008783333,0.044950000,-0.009750000,0.057666667
2014-06-28 23:55:00,-0.000000000,-0.000000000,-0.018600000,0.039400000,-0.108033333,0.128833333,-0.005516667,0.013866667,-0.004916667,0.008500000,-0.004966667,0.031783333,-0.003400000,0.004466667,-0.003750000,0.008316667,-0.011383333,0.013716667,-0.004716667,0.011150000,-0.038633333,0.048083333,-0.008733333,0.044983333,-0.002100000,0.010016667
2014-06-28 23:54:00,-0.000000000,-0.000000000,-0.018650000,0.039533333,-0.108000000,0.128800000,-0.005516667,0.013883333,-0.004933333,0.008533333,-0.004983333,0.031783333,-0.003416667,0.004433333,-0.003766667,0.008316667,-0.011383333,0.013716667,-0.004716667,0.011133333,-0.038633333,0.048166667,-0.008750000,0.044983333,-0.002283333,0.010050000
2014-06-28 23:53:00,-0.000000000,-0.000000000,-0.018766667,0.039866667,-0.108183333,0.129083333,-0.005516667,0.013883333,-0.004866667,0.008483333,-0.004983333,0.031850000,-0.003433333,0.004433333,-0.003750000,0.008283333,-0.011416667,0.013683333,-0.004733333,0.011116667,-0.038716667,0.048083333,-0.008766667,0.045100000,-0.002483333,0.010116667
2014-06-28 23:52:00,-0.000000000,-0.000000000,-0.018866667,0.040066667,-0.108200000,0.129166667,-0.005516667,0.013866667,-0.004866667,0.008516667,-0.004983333,0.031883333,-0.003416667,0.004383333,-0.003766667,0.008283333,-0.011433333,0.013700000,-0.004733333,0.011100000,-0.038750000,0.048033333,-0.008766667,0.045133333,-0.002433333,0.010133333
2014-06-28 23:51:00,-0.000000000,-0.000000000,-0.023966667,0.045383333,-0.108150000,0.129116667,-0.005516667,0.013850000,-0.005100000,0.008700000,-0.005083333,0.031866667,-0.003400000,0.004466667,-0.003650000,0.008283333,-0.011383333,0.013700000,-0.004750000,0.011150000,-0.038650000,0.047983333,-0.009033333,0.045166667,-0.072316667,0.132900000
2014-06-28 23:50:00,-0.000000000,-0.000000000,-0.047766667,0.070216667,-0.108283333,0.129283333,-0.005533333,0.013850000,-0.005550000,0.009083333,-0.005466667,0.031916667,-0.003366667,0.004450000,-0.003383333,0.008216667,-0.011300000,0.013616667,-0.004816667,0.011200000,-0.038433333,0.047850000,-0.010166667,0.045400000,-0.340683333,0.529350000
