"Date & Time","use [kW]","gen [kW]","01:Grid [kW]","01:Grid* [kVA]","02:Dryer [kW]","02:Dryer* [kVA]","03:OfficeOutlets [kW]","03:OfficeOutlets* [kVA]","04:LivingRoomOutlets [kW]","04:LivingRoomOutlets* [kVA]","05:GuestBathOutlets [kW]","05:GuestBathOutlets* [kVA]","06:MasterBathOutlets [kW]","06:MasterBathOutlets* [kVA]","07:LivingRoomPatioLights [kW]","07:LivingRoomPatioLights* [kVA]","08:GuestBathHallLights [kW]","08:GuestBathHallLights* [kVA]","09:DiningRoomOutlets [kW]","09:DiningRoomOutlets* [kVA]","10:OutsideOutlets [kW]","10:OutsideOutlets* [kVA]","11:CellarLights [kW]","11:CellarLights* [kVA]","L1:Voltage [V]","L2:Voltage [V]","L1:Frequency [Hz]","L2:Frequency [Hz]"
2014-06-03 23:59:00,3.060216667,-0.000000000,-3.060216667,3.468150000,-0.006766667,0.014566667,-0.033700000,0.043400000,-0.065533333,0.089700000,-0.000300000,0.001650000,-0.002966667,0.003850000,-0.003616667,0.008900000,-0.006316667,0.013800000,-0.072966667,0.075000000,-0.001500000,0.001833333,0.000033333,0.003916667,119.310650000,121.511483333,60.022133333,60.023450000
2014-06-03 23:58:00,2.925666667,-0.000000000,-2.925666667,3.313416667,-0.006733333,0.014566667,-0.033650000,0.043483333,-0.065550000,0.090083333,-0.000300000,0.001616667,-0.003000000,0.003883333,-0.003600000,0.008916667,-0.006350000,0.013850000,-0.072916667,0.074966667,-0.001516667,0.001833333,0.000050000,0.003900000,119.269366667,121.696883333,60.016400000,60.018483333
2014-06-03 23:57:00,2.933350000,-0.000000000,-2.933350000,3.324433333,-0.006733333,0.014633333,-0.033616667,0.043566667,-0.065316667,0.090116667,-0.000283333,0.001633333,-0.003466667,0.004550000,-0.003600000,0.008883333,-0.006333333,0.013833333,-0.072683333,0.074733333,-0.001500000,0.001833333,0.000033333,0.003900000,119.032266667,121.427100000,60.009266667,60.010200000
2014-06-03 23:56:00,2.912616667,-0.000000000,-2.912616667,3.299950000,-0.006733333,0.014600000,-0.033616667,0.043466667,-0.065383333,0.089933333,-0.000300000,0.001616667,-0.003533333,0.004616667,-0.003600000,0.008900000,-0.006333333,0.013816667,-0.072766667,0.074816667,-0.001516667,0.001833333,0.000033333,0.003900000,119.110583333,121.489266667,60.024533333,60.021900000
2014-06-03 23:55:00,2.940783333,-0.000000000,-2.940783333,3.331033333,-0.006766667,0.014533333,-0.033683333,0.043433333,-0.065616667,0.089933333,-0.000300000,0.001616667,-0.003533333,0.004616667,-0.003600000,0.008916667,-0.006350000,0.013850000,-0.073016667,0.075066667,-0.001500000,0.001833333,0.000050000,0.003916667,119.334033333,121.693800000,60.012983333,60.014800000
2014-06-03 23:54:00,2.966783333,-0.000000000,-2.966783333,3.358816667,-0.006766667,0.014500000,-0.033616667,0.043316667,-0.065533333,0.089616667,-0.000300000,0.001616667,-0.003516667,0.004600000,-0.003600000,0.008883333,-0.006333333,0.013783333,-0.072766667,0.074833333,-0.001516667,0.001833333,0.000033333,0.003900000,119.118983333,121.432700000,59.994400000,59.993116667
2014-06-03 23:53:00,2.991450000,-0.000000000,-2.991450000,3.387716667,-0.006766667,0.014433333,-0.033666667,0.043366667,-0.065533333,0.089533333,-0.000316667,0.001633333,-0.003516667,0.004616667,-0.003600000,0.008883333,-0.006316667,0.013783333,-0.072866667,0.074950000,-0.001500000,0.001833333,0.000050000,0.003900000,119.226466667,121.524033333,59.992216667,59.990866667
2014-06-03 23:52:00,3.022333333,-0.000000000,-3.022333333,3.421400000,-0.006766667,0.014400000,-0.033633333,0.043216667,-0.065483333,0.089283333,-0.000300000,0.001616667,-0.003500000,0.004600000,-0.003600000,0.008866667,-0.006316667,0.013733333,-0.072716667,0.074766667,-0.001500000,0.001816667,0.000033333,0.003916667,119.088400000,121.309016667,59.994416667,59.998050000
2014-06-03 23:51:00,2.531266667,-0.000000000,-2.531266667,2.829550000,-0.006833333,0.014566667,-0.033666667,0.043250000,-0.065466667,0.089383333,-0.000300000,0.001616667,-0.003500000,0.004566667,-0.003566667,0.008900000,-0.006316667,0.013783333,-0.072883333,0.074933333,-0.001516667,0.001850000,0.000033333,0.003900000,119.280866667,121.571950000,60.005250000,60.006383333
2014-06-03 23:50:00,1.095683333,-0.000000000,-1.095683333,1.252916667,-0.007800000,0.015133333,-0.034150000,0.043716667,-0.064850000,0.088750000,-0.000433333,0.001633333,-0.003166667,0.004333333,-0.003766667,0.009100000,-0.006066667,0.013683333,-0.074183333,0.076233333,-0.001483333,0.001800000,0.000033333,0.003950000,120.496483333,121.442866667,60.009433333,60.012150000
2014-06-03 23:49:00,1.069250000,-0.000000000,-1.069250000,1.220316667,-0.007866667,0.015166667,-0.034100000,0.043750000,-0.064783333,0.088866667,-0.000416667,0.001633333,-0.003133333,0.004333333,-0.003733333,0.009083333,-0.006066667,0.013666667,-0.073983333,0.076016667,-0.001466667,0.001816667,0.000033333,0.003933333,120.300200000,121.229833333,60.018750000,60.018300000
2014-06-03 23:48:00,1.241016667,-0.000000000,-1.241016667,1.413883333,-0.008400000,0.015333333,-0.034200000,0.043700000,-0.064616667,0.088383333,-0.000500000,0.001633333,-0.002933333,0.004150000,-0.004100000,0.009183333,-0.005916667,0.013583333,-0.074050000,0.076100000,-0.001283333,0.001700000,0.000033333,0.003950000,120.334816667,121.112116667,60.011566667,60.010683333
2014-06-03 23:47:00,1.379400000,-0.000000000,-1.379400000,1.557116667,-0.008366667,0.015233333,-0.034183333,0.043716667,-0.064766667,0.088716667,-0.000500000,0.001633333,-0.002716667,0.003866667,-0.004100000,0.009166667,-0.005966667,0.013633333,-0.073883333,0.075950000,-0.001266667,0.001683333,0.000050000,0.003933333,120.170500000,121.110133333,60.011683333,60.011783333
2014-06-03 23:46:00,1.384416667,-0.000000000,-1.384416667,1.562433333,-0.008333333,0.015233333,-0.034166667,0.043550000,-0.064750000,0.088433333,-0.000483333,0.001616667,-0.002250000,0.003200000,-0.004083333,0.009133333,-0.005933333,0.013583333,-0.073816667,0.075850000,-0.001283333,0.001700000,0.000033333,0.003933333,120.122050000,121.044700000,60.019333333,60.018716667
2014-06-03 23:45:00,1.430450000,-0.000000000,-1.430450000,1.613350000,-0.008300000,0.015133333,-0.034183333,0.043450000,-0.064866667,0.088350000,-0.000500000,0.001633333,-0.002416667,0.003416667,-0.004100000,0.009150000,-0.005950000,0.013600000,-0.073916667,0.075950000,-0.001283333,0.001700000,0.000050000,0.003933333,120.202466667,121.177683333,60.013716667,60.014566667
2014-06-03 23:44:00,1.370983333,-0.000000000,-1.370983333,1.546650000,-0.008333333,0.015233333,-0.034266667,0.043466667,-0.064716667,0.088216667,-0.000483333,0.001616667,-0.002416667,0.003400000,-0.004116667,0.009183333,-0.005966667,0.013650000,-0.074183333,0.076200000,-0.001283333,0.001700000,0.000050000,0.003950000,120.463850000,121.419950000,60.001600000,60.002683333
2014-06-03 23:43:00,1.264616667,-0.000000000,-1.264616667,1.437150000,-0.008466667,0.015266667,-0.034300000,0.043566667,-0.064633333,0.088150000,-0.000500000,0.001633333,-0.002366667,0.003366667,-0.004150000,0.009183333,-0.005916667,0.013633333,-0.074266667,0.076283333,-0.001266667,0.001700000,0.000050000,0.003950000,120.553516667,121.407200000,59.978583333,59.980216667
2014-06-03 23:42:00,1.227750000,-0.000000000,-1.227750000,1.394400000,-0.008466667,0.015300000,-0.034316667,0.043416667,-0.064716667,0.088050000,-0.000516667,0.001633333,-0.002366667,0.003366667,-0.004133333,0.009200000,-0.005933333,0.013600000,-0.074283333,0.076300000,-0.001266667,0.001700000,0.000033333,0.003950000,120.578833333,121.346683333,59.965050000,59.969683333
2014-06-03 23:41:00,1.194183333,-0.000000000,-1.194183333,1.378883333,-0.008366667,0.015266667,-0.034333333,0.043483333,-0.064850000,0.088433333,-0.000500000,0.001616667,-0.002383333,0.003383333,-0.004100000,0.009166667,-0.005933333,0.013650000,-0.074383333,0.076366667,-0.001283333,0.001700000,0.000050000,0.003966667,120.647650000,121.438866667,59.984133333,59.985133333
2014-06-03 23:40:00,1.183333333,-0.000000000,-1.183333333,1.360066667,-0.008066667,0.015066667,-0.034366667,0.043666667,-0.064966667,0.088583333,-0.000500000,0.001633333,-0.002450000,0.003450000,-0.003916667,0.009100000,-0.006016667,0.013750000,-0.074550000,0.076583333,-0.001333333,0.001733333,-0.000000000,0.003950000,120.809433333,121.680700000,60.008050000,60.007216667
