Day,' Time','use [kW]',Cluster
0,235900,2.53272,cluster2
0,235800,2.52357,cluster2
0,235700,2.52583,cluster2
0,235600,2.69608,cluster2
0,235500,2.79227,cluster2
0,235400,2.79813,cluster2
0,235300,2.79935,cluster2
0,235200,2.81073,cluster2
0,235100,2.81043,cluster2
0,235000,2.82643,cluster2
0,234900,2.61968,cluster2
0,234800,1.26753,cluster2
0,234700,1.14518,cluster2
0,234600,1.15867,cluster2
0,234500,1.2832,cluster2
0,234400,1.28223,cluster2
0,234300,1.27962,cluster2
0,234200,1.2771,cluster2
0,234100,1.16837,cluster2
0,234000,1.11905,cluster2
0,233900,1.13163,cluster2
0,233800,1.2756,cluster2
0,233700,1.28307,cluster2
0,233600,1.56262,cluster2
0,233500,1.72872,cluster2
0,233400,3.0578,cluster2
0,233300,3.06708,cluster2
0,233200,3.05628,cluster2
0,233100,1.61145,cluster2
0,233000,1.5315,cluster2
0,232900,1.55572,cluster2
0,232800,1.72473,cluster2
0,232700,1.89758,cluster2
0,232600,1.93123,cluster2
0,232500,1.86318,cluster2
0,232400,1.77397,cluster2
0,232300,1.75107,cluster2
0,232200,1.67383,cluster2
0,232100,1.68528,cluster2
0,232000,1.68768,cluster2
0,231900,1.69357,cluster2
0,231800,1.71038,cluster2
0,231700,1.75002,cluster2
0,231600,1.81853,cluster2
0,231500,1.5349,cluster2
0,231400,1.2156,cluster2
0,231300,1.14155,cluster2
0,231200,1.13463,cluster2
0,231100,1.12053,cluster2
0,231000,1.07357,cluster2
0,230900,0.69765,cluster2
0,230800,0.695317,cluster2
0,230700,0.66915,cluster2
0,230600,0.599133,cluster2
0,230500,0.610867,cluster2
0,230400,0.71785,cluster2
0,230300,0.631267,cluster2
0,230200,0.54065,cluster2
0,230100,0.595667,cluster2
0,230000,0.593533,cluster2
0,225900,0.59425,cluster2
0,225800,0.5952,cluster2
0,225700,0.59465,cluster2
0,225600,0.617417,cluster2
0,225500,0.6259,cluster2
0,225400,0.6316,cluster2
0,225300,0.68985,cluster2
0,225200,0.705583,cluster2
0,225100,0.7067,cluster2
0,225000,0.696017,cluster2
0,224900,0.689467,cluster2
0,224800,0.6851,cluster2
0,224700,0.679617,cluster2
0,224600,0.690883,cluster2
0,224500,0.6957,cluster2
0,224400,0.689067,cluster2
0,224300,0.70935,cluster2
0,224200,0.7098,cluster2
0,224100,0.705317,cluster2
0,224000,0.693333,cluster2
0,223900,0.69275,cluster2
0,223800,0.693067,cluster2
0,223700,0.69305,cluster2
0,223600,0.691683,cluster2
0,223500,0.881833,cluster2
0,223400,1.22123,cluster2
0,223300,1.21925,cluster2
0,223200,1.20485,cluster2
0,223100,1.21867,cluster2
0,223000,1.21112,cluster2
0,222900,1.2262,cluster2
0,222800,1.17267,cluster2
0,222700,1.11727,cluster2
0,222600,1.10628,cluster2
0,222500,1.06028,cluster2
0,222400,1.05073,cluster2
0,222300,1.11002,cluster2
0,222200,1.11668,cluster2
0,222100,1.10577,cluster2
0,222000,1.10712,cluster2
0,221900,1.12638,cluster2
0,221800,1.03355,cluster2
0,221700,1.0148,cluster2
0,221600,1.04058,cluster2
0,221500,1.0693,cluster2
0,221400,1.01495,cluster2
0,221300,0.489233,cluster2
0,221200,0.497233,cluster2
0,221100,0.469817,cluster2
0,221000,0.466983,cluster2
0,220900,0.467967,cluster2
0,220800,0.471683,cluster2
0,220700,0.488883,cluster2
0,220600,0.492733,cluster2
0,220500,0.495033,cluster2
0,220400,0.499933,cluster2
0,220300,0.497067,cluster2
0,220200,0.502867,cluster2
0,220100,0.501217,cluster2
0,220000,0.489133,cluster2
0,215900,0.492683,cluster2
0,215800,0.496917,cluster2
0,215700,0.505833,cluster2
0,215600,0.50325,cluster2
0,215500,0.503717,cluster2
0,215400,0.546867,cluster2
0,215300,0.542817,cluster2
0,215200,0.51595,cluster2
0,215100,0.549717,cluster2
0,215000,0.5577,cluster2
0,214900,0.607067,cluster2
0,214800,0.696167,cluster2
0,214700,0.69515,cluster2
0,214600,0.707583,cluster2
0,214500,0.7131,cluster2
0,214400,0.706133,cluster2
0,214300,0.710983,cluster2
0,214200,0.701267,cluster2
0,214100,0.690583,cluster2
0,214000,0.62275,cluster2
0,213900,0.604817,cluster2
0,213800,0.578617,cluster2
0,213700,0.858117,cluster2
0,213600,1.0973,cluster2
0,213500,0.79245,cluster2
0,213400,0.724633,cluster2
0,213300,1.2093,cluster2
0,213200,1.20287,cluster2
0,213100,1.22217,cluster2
0,213000,1.22235,cluster2
0,212900,1.21828,cluster2
0,212800,1.22527,cluster2
0,212700,1.22222,cluster2
0,212600,1.25527,cluster2
0,212500,1.25023,cluster2
0,212400,1.23943,cluster2
0,212300,1.2601,cluster2
0,212200,1.23998,cluster2
0,212100,1.24672,cluster2
0,212000,1.25592,cluster2
0,211900,1.24533,cluster2
0,211800,1.2496,cluster2
0,211700,1.2638,cluster2
0,211600,1.27027,cluster2
0,211500,1.29167,cluster2
0,211400,1.31752,cluster2
0,211300,1.33308,cluster2
0,211200,0.826667,cluster2
0,211100,0.623333,cluster2
0,211000,0.542383,cluster2
0,210900,0.529783,cluster2
0,210800,0.534783,cluster2
0,210700,0.352333,cluster2
0,210600,0.33865,cluster2
0,210500,0.339233,cluster2
0,210400,0.33705,cluster2
0,210300,0.339717,cluster2
0,210200,0.342017,cluster2
0,210100,0.337033,cluster2
0,210000,0.341217,cluster2
0,205900,0.342017,cluster2
0,205800,0.341583,cluster2
0,205700,0.338767,cluster2
0,205600,0.3395,cluster2
0,205500,0.342633,cluster2
0,205400,0.337283,cluster2
0,205300,0.342217,cluster2
0,205200,0.3367,cluster2
0,205100,0.33845,cluster2
0,205000,0.33985,cluster2
0,204900,0.337033,cluster2
0,204800,0.338367,cluster2
0,204700,0.336817,cluster2
0,204600,0.3378,cluster2
0,204500,0.337483,cluster2
0,204400,0.337167,cluster2
0,204300,0.361633,cluster2
0,204200,0.43985,cluster2
0,204100,0.439517,cluster2
0,204000,0.44305,cluster2
0,203900,0.43075,cluster2
0,203800,0.423017,cluster2
0,203700,0.423067,cluster2
0,203600,0.423467,cluster2
0,203500,0.423267,cluster2
0,203400,0.4237,cluster2
0,203300,0.459633,cluster2
0,203200,0.802717,cluster2
0,203100,1.02313,cluster2
0,203000,1.0278,cluster2
0,202900,1.02207,cluster2
0,202800,1.25593,cluster2
0,202700,1.04447,cluster2
0,202600,1.05585,cluster2
0,202500,1.05533,cluster2
0,202400,1.0358,cluster2
0,202300,1.04257,cluster2
0,202200,1.02993,cluster2
0,202100,1.03928,cluster2
0,202000,1.0408,cluster2
0,201900,1.03515,cluster2
0,201800,1.03103,cluster2
0,201700,1.0313,cluster2
0,201600,1.05107,cluster2
0,201500,1.0518,cluster2
0,201400,1.07995,cluster2
0,201300,1.07503,cluster2
0,201200,1.12563,cluster2
0,201100,1.01625,cluster2
0,201000,0.571633,cluster2
0,200900,0.57475,cluster2
0,200800,0.569483,cluster2
0,200700,0.568983,cluster2
0,200600,0.57305,cluster2
0,200500,0.57055,cluster2
0,200400,0.461333,cluster2
0,200300,0.476983,cluster2
0,200200,0.516767,cluster2
0,200100,0.520833,cluster2
0,200000,0.516867,cluster2
0,195900,0.483867,cluster2
0,195800,0.4743,cluster2
0,195700,0.47165,cluster2
0,195600,0.4982,cluster2
0,195500,0.5411,cluster2
0,195400,0.4179,cluster2
0,195300,0.456317,cluster2
0,195200,0.58425,cluster2
0,195100,0.582517,cluster2
0,195000,0.587617,cluster2
0,194900,0.5782,cluster2
0,194800,0.578617,cluster2
0,194700,0.57575,cluster2
0,194600,0.577,cluster2
0,194500,0.57625,cluster2
0,194400,0.58515,cluster2
0,194300,0.59035,cluster2
0,194200,0.6012,cluster2
0,194100,0.601317,cluster2
0,194000,0.601183,cluster2
0,193900,0.61635,cluster2
0,193800,0.4671,cluster2
0,193700,0.406817,cluster2
0,193600,0.372617,cluster2
0,193500,0.437017,cluster2
0,193400,0.4353,cluster2
0,193300,0.432433,cluster2
0,193200,0.426733,cluster2
0,193100,0.4916,cluster2
0,193000,0.90205,cluster2
0,192900,0.90335,cluster2
0,192800,0.898017,cluster2
0,192700,0.89885,cluster2
0,192600,0.900633,cluster2
0,192500,0.903,cluster2
0,192400,0.893783,cluster2
0,192300,0.91895,cluster2
0,192200,1.01532,cluster2
0,192100,1.08185,cluster2
0,192000,1.0978,cluster2
0,191900,1.15773,cluster2
0,191800,1.22137,cluster2
0,191700,1.41327,cluster2
0,191600,1.48167,cluster2
0,191500,1.78915,cluster2
0,191400,1.77963,cluster2
0,191300,1.76133,cluster2
0,191200,1.88962,cluster2
0,191100,1.93168,cluster2
0,191000,2.1696,cluster2
0,190900,1.6092,cluster2
0,190800,2.00923,cluster2
0,190700,2.19815,cluster2
0,190600,2.20093,cluster2
0,190500,2.2139,cluster2
0,190400,2.10243,cluster2
0,190300,2.05422,cluster2
0,190200,2.03912,cluster2
0,190100,1.98515,cluster2
0,190000,2.00233,cluster2
0,185900,1.79273,cluster2
0,185800,1.4743,cluster2
0,185700,1.22582,cluster2
0,185600,1.23708,cluster2
0,185500,1.23355,cluster2
0,185400,1.2246,cluster2
0,185300,1.22208,cluster2
0,185200,1.22907,cluster2
0,185100,1.24012,cluster2
0,185000,1.24315,cluster2
0,184900,1.24125,cluster2
0,184800,1.24367,cluster2
0,184700,1.23967,cluster2
0,184600,1.24042,cluster2
0,184500,1.23778,cluster2
0,184400,1.24445,cluster2
0,184300,1.24075,cluster2
0,184200,1.24363,cluster2
0,184100,1.24138,cluster2
0,184000,1.18788,cluster2
0,183900,1.03027,cluster2
0,183800,1.00048,cluster2
0,183700,1.01488,cluster2
0,183600,1.01735,cluster2
0,183500,1.0212,cluster2
0,183400,0.985633,cluster2
0,183300,0.989533,cluster2
0,183200,0.995833,cluster2
0,183100,1.00137,cluster2
0,183000,1.00003,cluster2
0,182900,1.38105,cluster2
0,182800,1.473,cluster2
0,182700,1.4894,cluster2
0,182600,1.4626,cluster2
0,182500,1.4902,cluster2
0,182400,1.48652,cluster2
0,182300,1.46822,cluster2
0,182200,1.49007,cluster2
0,182100,1.45757,cluster2
0,182000,1.57997,cluster2
0,181900,1.72055,cluster2
0,181800,1.7086,cluster2
0,181700,1.73058,cluster2
0,181600,1.72605,cluster2
0,181500,1.79877,cluster2
0,181400,2.24288,cluster2
0,181300,1.90553,cluster2
0,181200,2.01465,cluster2
0,181100,2.05385,cluster2
0,181000,2.09553,cluster2
0,180900,2.18352,cluster2
0,180800,1.90375,cluster2
0,180700,1.5919,cluster2
0,180600,1.59223,cluster2
0,180500,1.60198,cluster2
0,180400,1.59697,cluster2
0,180300,1.60387,cluster2
0,180200,1.61123,cluster2
0,180100,1.60763,cluster2
0,180000,1.61,cluster2
0,175900,1.61018,cluster2
0,175800,1.60538,cluster2
0,175700,1.61232,cluster2
0,175600,1.65445,cluster2
0,175500,1.70183,cluster2
0,175400,1.64325,cluster2
0,175300,1.61767,cluster2
0,175200,1.6253,cluster2
0,175100,1.62207,cluster2
0,175000,1.6285,cluster2
0,174900,1.62307,cluster2
0,174800,1.49613,cluster2
0,174700,1.51772,cluster2
0,174600,1.49732,cluster2
0,174500,1.49278,cluster2
0,174400,1.50062,cluster2
0,174300,1.50478,cluster2
0,174200,1.48658,cluster2
0,174100,1.49937,cluster2
0,174000,2.41325,cluster2
0,173900,2.0793,cluster2
0,173800,1.50178,cluster2
0,173700,1.4989,cluster2
0,173600,2.07137,cluster2
0,173500,3.07588,cluster2
0,173400,3.10525,cluster2
0,173300,3.13395,cluster2
0,173200,2.38618,cluster2
0,173100,1.3726,cluster2
0,173000,1.37037,cluster2
0,172900,1.3723,cluster2
0,172800,1.54905,cluster2
0,172700,1.88257,cluster2
0,172600,1.8643,cluster2
0,172500,1.81235,cluster2
0,172400,1.83548,cluster2
0,172300,1.86337,cluster2
0,172200,1.87593,cluster2
0,172100,1.86713,cluster2
0,172000,1.88135,cluster2
0,171900,1.86793,cluster2
0,171800,1.86647,cluster2
0,171700,1.86358,cluster2
0,171600,1.85048,cluster2
0,171500,1.8515,cluster2
0,171400,1.75062,cluster2
0,171300,1.69835,cluster2
0,171200,1.70933,cluster2
0,171100,1.71742,cluster2
0,171000,1.72548,cluster2
0,170900,1.74722,cluster2
0,170800,1.84032,cluster2
0,170700,1.83745,cluster2
0,170600,1.18038,cluster2
0,170500,1.10533,cluster2
0,170400,1.0088,cluster2
0,170300,0.93125,cluster2
0,170200,1.09017,cluster2
0,170100,1.11663,cluster2
0,170000,1.11642,cluster2
0,165900,1.10898,cluster2
0,165800,1.11438,cluster2
0,165700,1.1189,cluster2
0,165600,1.10795,cluster2
0,165500,1.09978,cluster2
0,165400,1.10668,cluster2
0,165300,1.11612,cluster2
0,165200,1.1374,cluster2
0,165100,1.11775,cluster2
0,165000,1.11778,cluster2
0,164900,1.11627,cluster2
0,164800,1.12242,cluster2
0,164700,1.12028,cluster2
0,164600,1.11547,cluster2
0,164500,1.15975,cluster2
0,164400,1.2504,cluster2
0,164300,1.28828,cluster2
0,164200,1.29065,cluster2
0,164100,1.2883,cluster2
0,164000,1.28893,cluster2
0,163900,1.27787,cluster2
0,163800,1.28525,cluster2
0,163700,1.2354,cluster2
0,163600,1.13918,cluster2
0,163500,1.24277,cluster2
0,163400,1.46273,cluster2
0,163300,1.45038,cluster2
0,163200,1.43587,cluster2
0,163100,1.41133,cluster2
0,163000,1.39395,cluster2
0,162900,1.4354,cluster2
0,162800,1.42318,cluster2
0,162700,1.4241,cluster2
0,162600,1.91455,cluster2
0,162500,1.86258,cluster2
0,162400,1.79412,cluster2
0,162300,1.7731,cluster2
0,162200,1.94947,cluster2
0,162100,2.07518,cluster2
0,162000,2.06472,cluster2
0,161900,2.87013,cluster3
0,161800,5.59018,cluster21
0,161700,3.73707,cluster3
0,161600,3.83607,cluster3
0,161500,3.62338,cluster3
0,161400,3.82152,cluster7
0,161300,5.91478,cluster21
0,161200,3.62555,cluster3
0,161100,3.83902,cluster7
0,161000,5.84035,cluster21
0,160900,3.6453,cluster3
0,160800,5.21162,cluster11
0,160700,4.94313,cluster11
0,160600,4.35027,cluster7
0,160500,5.52095,cluster21
0,160400,3.12965,cluster3
0,160300,5.95752,cluster22
0,160200,6.79218,cluster22
0,160100,6.8311,cluster22
0,160000,2.52648,cluster2
0,155900,1.729,cluster2
0,155800,1.79443,cluster2
0,155700,1.76645,cluster2
0,155600,1.84742,cluster2
0,155500,1.83563,cluster2
0,155400,1.5968,cluster2
0,155300,1.61413,cluster2
0,155200,1.51717,cluster2
0,155100,1.4784,cluster2
0,155000,1.4758,cluster2
0,154900,1.47858,cluster2
0,154800,1.47157,cluster2
0,154700,1.471,cluster2
0,154600,1.48772,cluster2
0,154500,1.48777,cluster2
0,154400,1.477,cluster2
0,154300,1.4889,cluster2
0,154200,1.48567,cluster2
0,154100,1.4971,cluster2
0,154000,1.51603,cluster2
0,153900,1.85158,cluster2
