@relation week6.train

@attribute Day numeric
@attribute ' Time' numeric
@attribute 'use [kW]' numeric
@attribute Cluster {cluster1,cluster2,cluster3,cluster4,cluster5,cluster6,cluster7}

@data
0,235700,1.36605,cluster1
0,235500,1.365417,cluster1
0,235300,1.369083,cluster1
0,235100,1.3582,cluster1
0,234100,1.46655,cluster1
0,233700,1.84425,cluster1
0,233600,1.84245,cluster1
0,233400,1.853783,cluster1
0,233200,1.8535,cluster1
0,231900,1.802183,cluster1
0,231700,1.499083,cluster1
0,231200,1.49605,cluster1
0,231100,1.501683,cluster1
0,230800,1.498433,cluster1
0,230600,1.507,cluster1
0,230200,1.508133,cluster1
0,230000,1.485033,cluster1
0,225900,1.4609,cluster1
0,225800,1.461667,cluster1
0,224800,1.276517,cluster1
0,224400,1.25895,cluster1
0,224300,1.26235,cluster1
0,222700,1.67825,cluster1
0,222200,1.955817,cluster1
0,222100,2.124683,cluster1
0,221800,2.44015,cluster1
0,220300,2.0574,cluster1
0,215500,2.075333,cluster1
0,214900,2.0472,cluster1
0,214200,1.800833,cluster1
0,212900,2.164117,cluster1
0,211500,1.65185,cluster2
0,211500,1.65185,cluster2
0,211500,1.65185,cluster2
0,211500,1.65185,cluster2
0,211500,1.65185,cluster2
0,211400,1.654,cluster2
0,211400,1.654,cluster2
0,211400,1.654,cluster2
0,211400,1.654,cluster2
0,211400,1.654,cluster2
0,211300,1.659767,cluster2
0,211300,1.659767,cluster2
0,211300,1.659767,cluster2
0,211300,1.659767,cluster2
0,211300,1.659767,cluster2
0,211200,1.6614,cluster2
0,211200,1.6614,cluster2
0,211200,1.6614,cluster2
0,211200,1.6614,cluster2
0,211200,1.6614,cluster2
0,211100,1.664167,cluster2
0,211100,1.664167,cluster2
0,211100,1.664167,cluster2
0,211100,1.664167,cluster2
0,211100,1.664167,cluster2
0,210900,1.6692,cluster1
0,210800,1.684883,cluster2
0,210800,1.684883,cluster2
0,210800,1.684883,cluster2
0,210800,1.684883,cluster2
0,210800,1.684883,cluster2
0,210500,1.913233,cluster1
0,210100,1.861883,cluster1
0,205300,1.91315,cluster1
0,203900,2.143267,cluster1
0,203800,2.132567,cluster1
0,203200,2.419317,cluster1
0,203000,1.924017,cluster1
0,201200,0.79445,cluster1
0,200500,0.6735,cluster1
0,200100,0.50465,cluster1
0,195200,1.217783,cluster1
0,194800,1.033167,cluster1
0,194500,0.825383,cluster1
0,194100,0.841283,cluster1
0,193900,2.3467,cluster1
0,193700,2.324617,cluster1
0,193400,1.07475,cluster1
0,193300,1.1827,cluster1
0,192500,1.190017,cluster1
