@relation week2.train

@attribute Day numeric
@attribute ' Time' numeric
@attribute 'use [kW]' numeric
@attribute Cluster {cluster1,cluster2,cluster3,cluster4,cluster5,cluster6,cluster7}

@data
1,235600,2.91262,cluster1
1,235400,2.96678,cluster1
1,235200,3.02233,cluster1
1,235000,1.09568,cluster1
1,234000,1.18333,cluster1
1,233600,1.32553,cluster1
1,233500,1.49817,cluster1
1,233300,1.57653,cluster1
1,233100,1.5472,cluster1
1,231800,1.343,cluster1
1,231600,1.34257,cluster1
1,231100,1.84687,cluster1
1,231000,2.46743,cluster1
1,230800,3.0262,cluster2
1,230800,3.0262,cluster2
1,230800,3.0262,cluster2
1,230800,3.0262,cluster2
1,230800,3.0262,cluster2
1,230700,3.95708,cluster2
1,230700,3.95708,cluster2
1,230700,3.95708,cluster2
1,230700,3.95708,cluster2
1,230700,3.95708,cluster2
1,230600,3.95697,cluster2
1,230600,3.95697,cluster2
1,230600,3.95697,cluster2
1,230600,3.95697,cluster2
1,230600,3.95697,cluster2
1,230500,3.97072,cluster2
1,230500,3.97072,cluster2
1,230500,3.97072,cluster2
1,230500,3.97072,cluster2
1,230500,3.97072,cluster2
1,230400,3.95637,cluster2
1,230400,3.95637,cluster2
1,230400,3.95637,cluster2
1,230400,3.95637,cluster2
1,230400,3.95637,cluster2
1,230300,3.942,cluster2
1,230300,3.942,cluster2
1,230300,3.942,cluster2
1,230300,3.942,cluster2
1,230300,3.942,cluster2
1,230200,3.91763,cluster2
1,230200,3.91763,cluster2
1,230200,3.91763,cluster2
1,230200,3.91763,cluster2
1,230200,3.91763,cluster2
1,230100,3.94063,cluster2
1,230100,3.94063,cluster2
1,230100,3.94063,cluster2
1,230100,3.94063,cluster2
1,230100,3.94063,cluster2
1,230000,3.87098,cluster2
1,230000,3.87098,cluster2
1,230000,3.87098,cluster2
1,230000,3.87098,cluster2
1,230000,3.87098,cluster2
1,225900,3.5195,cluster2
1,225900,3.5195,cluster2
1,225900,3.5195,cluster2
1,225900,3.5195,cluster2
1,225900,3.5195,cluster2
1,225800,3.5789,cluster2
1,225800,3.5789,cluster2
1,225800,3.5789,cluster2
1,225800,3.5789,cluster2
1,225800,3.5789,cluster2
1,225700,3.59425,cluster2
1,225700,3.59425,cluster2
1,225700,3.59425,cluster2
1,225700,3.59425,cluster2
1,225700,3.59425,cluster2
1,225600,3.58695,cluster2
1,225600,3.58695,cluster2
1,225600,3.58695,cluster2
1,225600,3.58695,cluster2
1,225600,3.58695,cluster2
1,225500,3.59535,cluster2
1,225500,3.59535,cluster2
1,225500,3.59535,cluster2
1,225500,3.59535,cluster2
1,225500,3.59535,cluster2
1,225400,3.60783,cluster2
1,225400,3.60783,cluster2
