Day,' Time','use [kW]','03:OfficeOutlets* [kVA]','04:LivingRoomOutlets* [kVA]','05:GuestBathOutlets* [kVA]','06:MasterBathOutlets* [kVA]','07:LivingRoomPatioLights* [kVA]','08:GuestBathHallLights* [kVA]','09:DiningRoomOutlets* [kVA]','10:OutsideOutlets* [kVA]','11:CellarLights* [kVA]','14:WashingMachine* [kVA]','16:DisposalDishwasher* [kVA]','17:Microwave* [kVA]','18:KitchenLights* [kVA]','19:BedroomOutlets* [kVA]','20:BedroomLights* [kVA]','21:MasterOutlets* [kVA]','22:MasterLights* [kVA]','24:CounterOutlets1* [kVA]','25:CounterOutlets2* [kVA]','26:KitchenOutlets* [kVA]',Cluster
0,181400,0.64192,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,cluster7
0,181300,0.24052,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,cluster7
0,181200,0.261421,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,cluster7
0,181100,0.267716,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,cluster7
0,181000,0.296134,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,cluster7
0,180900,1.07034,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,cluster7
0,180800,0.764133,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,cluster7
0,180700,0.465582,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,cluster7
0,180600,0.468767,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,cluster7
0,180500,0.449467,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,cluster7
0,180400,0.448073,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,cluster7
0,180300,0.466757,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,cluster7
0,180200,0.491433,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,cluster7
0,180100,0.455887,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,cluster7
0,180000,0.4621,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,cluster7
0,175900,0.480633,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,cluster7
0,175800,0.462616,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,cluster7
0,175700,0.46606,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,cluster7
0,175600,0.506753,1,1,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,cluster7
0,175500,0.525696,1,1,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,cluster7
0,175400,0.482884,0,1,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,cluster7
0,175300,0.467543,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,cluster7
0,175200,0.47167,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,cluster7
0,175100,0.47392,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,cluster7
0,175000,0.483556,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,cluster7
0,174900,0.452277,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,cluster7
0,155800,0.701396,0,1,0,0,1,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,cluster7
0,155700,0.5892,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,cluster7
0,155600,0.688744,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,cluster7
0,155500,0.655497,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,cluster7
0,155400,0.4828,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,cluster7
0,155300,0.626949,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,cluster7
0,155200,0.525104,0,1,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,cluster7
0,155100,0.495586,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,cluster7
0,155000,0.478937,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,cluster7
0,154900,0.497637,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,cluster7
0,154800,0.473274,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,cluster7
0,154700,0.512783,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,cluster7
0,154600,0.496523,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,cluster7
0,154500,0.50937,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,cluster7
0,154400,0.49007,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,cluster7
0,154300,0.501803,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,cluster7
0,154200,0.479593,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,cluster7
0,154100,0.52965,0,1,0,0,1,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,cluster7
0,154000,0.543216,0,1,0,0,1,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,cluster7
0,153900,0.87715,0,1,0,0,1,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,cluster7
0,153800,0.86729,0,1,0,0,1,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,cluster7
0,153700,0.873576,0,1,0,0,1,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,cluster7
0,153600,0.888497,0,1,0,0,1,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,cluster7
0,153500,0.882231,0,1,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,cluster7
0,153400,0.70637,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,cluster7
0,153300,0.502837,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,cluster7
0,153200,0.54564,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,cluster7
0,153100,0.35915,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,cluster7
0,153000,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,cluster7
0,152900,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,cluster7
0,152800,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,cluster7
0,152700,0.38387,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,cluster7
0,152400,0.21082,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,cluster7
0,152300,0.034016,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,cluster7
0,152200,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,cluster7
0,152100,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,cluster7
0,152000,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,cluster7
0,151900,0.005497,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,cluster7
0,151800,0.108856,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,cluster7
0,151700,0.38982,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,cluster7
0,151600,0.182343,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,cluster7
0,151500,0.172986,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,cluster7
0,151400,0.529307,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,cluster7
0,151300,0.448236,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,cluster7
0,151200,0.2342,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,cluster7
0,151100,0.534814,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,cluster7
0,151000,0.69417,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,cluster7
0,150900,0.161303,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,cluster7
0,150800,0.173683,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,cluster7
0,150700,0.41363,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,cluster7
0,150600,0.028786,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,cluster7
0,150500,0.779153,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,cluster7
