Day,' Time','use [kW]','03:OfficeOutlets* [kVA]','04:LivingRoomOutlets* [kVA]','05:GuestBathOutlets* [kVA]','06:MasterBathOutlets* [kVA]','07:LivingRoomPatioLights* [kVA]','08:GuestBathHallLights* [kVA]','09:DiningRoomOutlets* [kVA]','10:OutsideOutlets* [kVA]','11:CellarLights* [kVA]','14:WashingMachine* [kVA]','16:DisposalDishwasher* [kVA]','17:Microwave* [kVA]','18:KitchenLights* [kVA]','19:BedroomOutlets* [kVA]','20:BedroomLights* [kVA]','21:MasterOutlets* [kVA]','22:MasterLights* [kVA]','24:CounterOutlets1* [kVA]','25:CounterOutlets2* [kVA]','26:KitchenOutlets* [kVA]',Cluster
1,190300,0.770433,0,0,0,0,1,1,0,0,1,0,0,0,1,0,1,0,0,0,0,0,cluster18
1,233200,0.301323,0,0,0,0,0,1,0,0,1,0,1,0,0,0,1,1,0,0,0,0,cluster18
1,105400,0.417416,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,cluster18
1,105300,0.420567,0,0,0,0,0,1,0,0,1,0,0,0,1,0,1,1,0,0,0,0,cluster18
1,105200,0.468453,0,0,0,0,0,1,0,0,1,0,0,0,1,0,1,1,0,0,0,0,cluster18
1,105100,0.50824,0,0,0,0,0,1,0,0,1,0,0,0,1,0,1,1,0,0,0,0,cluster18
1,105000,0.47387,0,0,0,0,0,1,0,0,1,0,0,0,1,0,1,1,0,0,0,0,cluster18
1,104900,0.811007,0,0,0,0,0,1,0,0,1,0,0,0,1,0,1,1,0,0,0,0,cluster18
1,104800,1.35792,0,0,0,0,0,1,0,0,1,0,0,0,1,0,1,1,0,0,0,0,cluster18
1,104700,0.952641,0,0,0,0,0,1,0,0,1,0,0,0,1,0,1,1,0,0,0,0,cluster18
1,104600,1.29323,0,0,0,0,0,1,0,0,1,0,0,0,1,0,1,1,0,0,0,0,cluster18
1,104500,2.16903,0,0,0,1,0,1,0,0,1,0,0,0,1,0,1,1,0,0,0,0,cluster18
1,104400,2.40812,0,0,0,1,0,1,0,0,1,0,0,0,1,0,1,1,1,0,0,0,cluster18
1,104300,2.4703,0,0,0,1,0,1,0,0,1,0,0,0,1,0,1,1,1,0,0,0,cluster18
1,104200,2.47227,0,0,0,1,0,1,0,0,1,0,0,0,1,0,1,1,1,0,0,0,cluster18
1,104100,2.4521,0,0,0,1,0,1,0,0,1,0,0,0,1,0,1,1,1,0,0,0,cluster18
1,104000,2.46236,0,0,0,1,0,1,0,0,1,0,0,0,1,0,1,1,1,0,0,0,cluster18
1,103900,2.26724,0,0,0,1,0,1,0,0,1,0,0,0,1,0,1,1,1,0,0,0,cluster18
1,103800,2.31959,0,0,0,1,0,1,0,0,1,0,0,0,1,0,1,1,1,0,0,0,cluster18
1,103700,2.12602,0,0,0,1,0,1,0,0,1,0,0,0,1,0,1,1,1,0,0,0,cluster18
1,103600,0.96729,0,0,0,0,0,1,0,0,1,0,0,0,1,0,1,1,1,0,0,0,cluster18
1,103500,1.15857,0,0,0,0,0,1,0,0,1,0,0,0,1,0,1,1,1,0,0,0,cluster18
1,103400,1.33591,0,0,0,0,0,1,0,0,1,0,0,0,1,0,1,1,1,0,0,0,cluster18
1,103300,1.04243,0,0,0,0,0,1,0,0,1,0,0,0,1,0,1,1,1,0,0,0,cluster18
1,103200,0.913917,0,0,0,0,0,1,0,0,1,0,0,0,1,0,1,1,1,0,0,0,cluster18
1,103100,0.920814,0,0,0,0,0,1,0,0,1,0,0,1,1,0,1,1,0,0,0,0,cluster18
1,103000,0.92692,0,0,0,0,0,1,0,0,1,0,0,1,1,0,1,1,0,0,0,0,cluster18
1,102900,0.720554,0,0,0,0,0,1,0,0,1,0,0,1,1,0,0,1,0,0,0,0,cluster18
1,102800,2.01757,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,cluster18
1,102700,2.04911,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,cluster18
1,102600,1.82079,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,cluster18
1,102500,1.79647,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,cluster18
1,102400,1.83546,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,cluster18
1,102300,1.94209,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,cluster18
1,102200,2.08948,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,cluster18
1,102100,1.92126,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,cluster18
1,102000,1.83922,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,cluster18
1,101900,1.83493,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,cluster18
1,101800,1.864,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,cluster18
1,101700,1.82789,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,cluster18
1,101600,1.84002,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,cluster18
1,101500,1.82682,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,cluster18
1,101400,1.83795,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,cluster18
1,101400,1.78317,1,0,0,0,0,1,0,0,1,0,0,0,1,1,0,1,0,0,0,0,cluster18
1,73500,0.361433,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,1,0,0,0,0,cluster18
1,73400,0.39075,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,1,0,0,0,0,cluster18
1,73300,0.318267,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,1,0,0,0,0,cluster18
1,73200,0.317218,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,1,0,0,0,0,cluster18
1,73100,0.330218,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,1,0,0,0,0,cluster18
1,73000,0.33415,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,1,0,0,0,0,cluster18
1,72900,0.377767,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,1,0,0,0,0,cluster18
1,72800,0.372317,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,1,0,0,0,0,cluster18
1,191600,1.48782,0,1,0,0,1,1,0,0,1,0,0,0,1,0,1,1,1,0,0,0,cluster18
1,191500,1.43062,0,1,0,0,1,1,0,0,1,0,0,0,1,0,1,1,1,0,0,0,cluster18
1,191400,1.4415,0,1,0,0,1,1,0,0,1,0,0,0,1,0,1,1,1,0,1,0,cluster18
1,191300,1.42438,0,1,0,0,1,1,0,0,1,0,0,0,1,0,1,1,1,0,0,0,cluster18
1,191200,1.4271,0,1,0,0,1,1,0,0,1,0,0,0,1,0,1,1,1,0,0,0,cluster18
1,191100,1.39572,0,1,0,0,1,1,0,0,1,0,0,0,1,0,1,1,1,0,0,0,cluster18
1,80700,0.361217,0,0,0,0,0,1,0,0,1,0,0,0,1,1,0,1,0,0,1,0,cluster18
1,80600,0.328949,0,0,0,0,0,1,0,0,1,0,0,0,1,1,0,1,0,0,1,0,cluster18
1,110500,0.803467,0,0,0,0,0,1,0,0,1,0,0,0,1,1,0,1,0,0,0,0,cluster18
1,110400,0.947433,0,0,0,0,0,1,0,0,1,0,0,0,1,1,1,1,0,0,0,0,cluster18
1,110300,0.97395,0,0,0,0,0,1,0,0,1,0,0,0,1,1,1,1,0,0,0,0,cluster18
1,110200,1.0894,0,0,0,0,0,1,0,0,1,0,0,0,1,1,1,1,0,0,0,0,cluster18
1,110100,1.07427,0,0,0,0,0,1,0,0,1,0,0,0,1,1,1,1,0,0,0,0,cluster18
1,110000,1.09793,0,0,0,0,0,1,0,0,1,0,0,0,1,1,1,1,0,0,0,0,cluster18
1,105900,1.09745,0,0,0,0,0,1,0,0,1,0,0,0,1,1,1,1,0,0,0,0,cluster18
1,105800,1.32975,0,0,0,0,0,1,0,0,1,0,0,0,1,1,1,1,0,0,0,0,cluster18
1,105700,1.33602,0,0,0,0,0,1,0,0,1,0,0,0,1,1,1,1,0,0,0,0,cluster18
1,105600,1.34113,0,0,0,0,0,1,0,0,1,0,0,0,1,1,1,1,0,0,0,0,cluster18
1,105500,2.57128,0,0,0,1,0,1,0,0,1,0,0,0,1,1,1,1,0,0,0,0,cluster18
1,105400,2.59702,0,0,0,1,0,1,0,0,1,0,0,0,1,1,1,1,0,0,0,0,cluster18
1,103500,2.07227,1,0,0,0,0,1,0,0,1,0,0,0,1,1,0,1,0,0,0,0,cluster18
1,103400,1.99612,1,0,0,0,0,1,0,0,1,0,0,0,1,1,0,1,0,0,0,0,cluster18
1,103300,1.98493,1,0,0,0,0,1,0,0,1,0,0,0,1,1,0,1,0,0,0,0,cluster18
1,103200,2.0802,1,0,0,0,0,1,0,0,1,0,0,0,1,1,0,1,0,0,0,0,cluster18
1,103100,2.16962,1,0,0,0,0,1,0,0,1,0,0,0,1,1,0,1,0,0,0,0,cluster18
1,103000,2.0998,1,0,0,0,0,1,0,0,1,0,0,0,1,1,0,1,0,0,0,0,cluster18
1,102900,2.00128,1,0,0,0,0,1,0,0,1,0,0,0,1,1,0,1,0,0,0,0,cluster18
1,102800,2.02865,1,0,0,0,0,1,0,0,1,0,0,0,1,1,0,1,0,0,0,0,cluster18
1,102700,2.00715,1,0,0,0,0,1,0,0,1,0,0,0,1,1,0,1,0,0,0,0,cluster18
1,102600,1.97828,1,0,0,0,0,1,0,0,1,0,0,0,1,1,0,1,0,0,0,0,cluster18
1,102500,1.74672,1,0,0,0,0,1,0,0,1,0,0,0,1,1,0,1,0,0,0,0,cluster18
1,102400,1.74756,1,0,0,0,0,1,0,0,1,0,0,0,1,1,0,1,0,0,0,0,cluster18
1,102300,1.59542,1,0,0,0,0,1,0,0,1,0,0,0,1,1,0,1,0,0,0,0,cluster18
