Day,' Time','use [kW]','03:OfficeOutlets* [kVA]','04:LivingRoomOutlets* [kVA]','05:GuestBathOutlets* [kVA]','06:MasterBathOutlets* [kVA]','07:LivingRoomPatioLights* [kVA]','08:GuestBathHallLights* [kVA]','09:DiningRoomOutlets* [kVA]','10:OutsideOutlets* [kVA]','11:CellarLights* [kVA]','14:WashingMachine* [kVA]','16:DisposalDishwasher* [kVA]','17:Microwave* [kVA]','18:KitchenLights* [kVA]','19:BedroomOutlets* [kVA]','20:BedroomLights* [kVA]','21:MasterOutlets* [kVA]','22:MasterLights* [kVA]','24:CounterOutlets1* [kVA]','25:CounterOutlets2* [kVA]','26:KitchenOutlets* [kVA]',Cluster
0,191700,0.34831,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,0,0,0,cluster9
0,70300,0.703003,0,1,0,0,0,1,0,0,0,0,0,0,1,1,1,1,1,0,0,0,cluster9
0,70200,0.676424,0,1,0,0,0,1,0,0,0,0,0,0,1,1,1,1,1,0,0,0,cluster9
1,192000,0.801853,0,1,0,0,1,0,0,0,0,1,0,0,0,1,1,0,1,0,0,0,cluster9
1,191900,1.073,0,1,0,0,1,0,0,0,0,1,0,0,0,1,1,0,1,0,0,0,cluster9
1,191800,1.11505,0,1,0,0,1,0,0,0,0,1,0,0,0,1,1,0,1,0,0,0,cluster9
1,191700,1.1466,0,1,0,0,1,0,0,0,0,1,0,0,0,1,1,0,1,0,0,0,cluster9
1,191600,1.14295,0,1,0,0,1,0,0,0,0,1,0,0,0,1,1,0,1,0,0,0,cluster9
1,191500,1.04136,0,1,0,0,1,0,0,0,0,1,0,0,0,1,1,0,1,0,0,0,cluster9
1,191400,1.06137,0,1,0,0,1,0,0,0,0,1,0,0,0,1,1,0,1,1,0,0,cluster9
1,191300,1.30132,0,1,0,0,1,0,0,0,0,1,0,0,0,1,1,0,1,1,0,0,cluster9
1,191200,1.23861,0,1,0,0,0,0,0,0,0,1,0,0,0,1,1,0,1,1,0,0,cluster9
1,191100,1.17232,0,1,0,0,0,0,0,0,0,1,0,0,0,1,1,0,1,1,0,0,cluster9
1,191000,0.879637,0,1,0,0,0,0,0,0,0,1,0,0,1,1,1,0,1,1,0,0,cluster9
1,190900,0.695747,0,1,0,0,0,0,0,0,0,1,0,0,1,1,1,0,1,0,0,0,cluster9
1,190800,1.13894,0,1,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1,0,0,0,cluster9
1,190700,1.01426,0,1,0,0,0,0,0,0,1,0,0,0,1,1,1,0,1,0,0,0,cluster9
1,190600,1.02948,0,1,0,0,0,0,0,0,1,0,0,0,1,1,1,0,1,0,0,0,cluster9
1,190500,0.980133,0,1,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1,0,0,0,cluster9
1,190400,0.960737,0,1,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1,0,0,0,cluster9
1,190300,0.979967,0,1,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1,0,0,0,cluster9
1,110300,0.404306,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,cluster9
1,110200,0.484207,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,cluster9
1,190800,0.457823,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,0,0,cluster9
1,190700,0.499354,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,0,0,cluster9
1,190600,0.564387,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,0,0,cluster9
1,190500,0.53487,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,0,0,cluster9
1,190400,0.554303,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,0,0,cluster9
