Day,' Time','use [kW]','03:OfficeOutlets* [kVA]','04:LivingRoomOutlets* [kVA]','05:GuestBathOutlets* [kVA]','06:MasterBathOutlets* [kVA]','07:LivingRoomPatioLights* [kVA]','08:GuestBathHallLights* [kVA]','09:DiningRoomOutlets* [kVA]','10:OutsideOutlets* [kVA]','11:CellarLights* [kVA]','14:WashingMachine* [kVA]','16:DisposalDishwasher* [kVA]','17:Microwave* [kVA]','18:KitchenLights* [kVA]','19:BedroomOutlets* [kVA]','20:BedroomLights* [kVA]','21:MasterOutlets* [kVA]','22:MasterLights* [kVA]','24:CounterOutlets1* [kVA]','25:CounterOutlets2* [kVA]','26:KitchenOutlets* [kVA]',Cluster
0,152600,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,cluster2
0,152500,0.188157,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,cluster2
1,225100,0.647507,0,1,0,0,1,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,cluster2
1,225000,0.427087,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,cluster2
1,224900,0.353677,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,cluster2
1,224800,0.348384,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,cluster2
1,224700,0.256474,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,cluster2
1,224600,0.202583,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,cluster2
1,224500,0.24726,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,cluster2
1,224400,0.202773,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,cluster2
1,224300,0.662406,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,cluster2
1,224200,0.993367,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,cluster2
1,224100,0.362634,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,cluster2
1,224000,0.363867,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,cluster2
1,223900,0.363174,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,cluster2
1,223800,0.26912,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,cluster2
1,223700,0.30235,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,cluster2
1,223600,0.364584,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,cluster2
1,223500,0.35735,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,cluster2
1,223400,0.354922,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,cluster2
1,223300,0.365702,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,cluster2
1,223200,0.371457,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,cluster2
1,223100,0.373304,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,cluster2
1,223000,0.363857,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,cluster2
1,222900,0.372351,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,cluster2
1,222800,0.359957,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,cluster2
1,222700,0.365168,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,cluster2
1,222600,0.341104,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,cluster2
1,222500,0.344203,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,cluster2
1,222400,0.356073,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,cluster2
1,222300,0.360051,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,cluster2
1,222200,0.354821,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,cluster2
1,222100,0.356887,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,cluster2
1,222000,0.356437,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,cluster2
1,221900,0.367423,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,cluster2
1,221800,0.360803,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,cluster2
1,221700,0.366457,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,cluster2
1,221600,0.360933,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,cluster2
1,221500,0.375887,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,cluster2
1,221400,0.365224,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,cluster2
1,221300,0.35932,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,cluster2
1,221200,0.372221,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,cluster2
