Day,' Time','use [kW]','03:OfficeOutlets* [kVA]','04:LivingRoomOutlets* [kVA]','05:GuestBathOutlets* [kVA]','06:MasterBathOutlets* [kVA]','07:LivingRoomPatioLights* [kVA]','08:GuestBathHallLights* [kVA]','09:DiningRoomOutlets* [kVA]','10:OutsideOutlets* [kVA]','11:CellarLights* [kVA]','14:WashingMachine* [kVA]','16:DisposalDishwasher* [kVA]','17:Microwave* [kVA]','18:KitchenLights* [kVA]','19:BedroomOutlets* [kVA]','20:BedroomLights* [kVA]','21:MasterOutlets* [kVA]','22:MasterLights* [kVA]','24:CounterOutlets1* [kVA]','25:CounterOutlets2* [kVA]','26:KitchenOutlets* [kVA]',Cluster
0,203000,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,cluster1
0,202900,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,cluster1
0,202800,0.198804,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,cluster1
0,202700,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,cluster1
0,202600,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,cluster1
0,202500,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,cluster1
0,202400,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,cluster1
0,202300,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,cluster1
0,202200,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,cluster1
0,202100,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,cluster1
0,202000,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,cluster1
0,201900,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,cluster1
0,201800,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,cluster1
0,201700,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,cluster1
0,201600,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,cluster1
0,201500,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,cluster1
0,201400,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,cluster1
0,201300,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,cluster1
0,201200,0.585413,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,cluster1
0,201100,0.540957,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,cluster1
0,201000,0.089819,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,cluster1
0,200900,0.1012,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,cluster1
0,200800,0.092683,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,cluster1
0,200700,0.10417,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,cluster1
0,200600,0.140657,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,cluster1
0,200500,0.208304,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,cluster1
0,200400,0.104256,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,cluster1
0,200300,0.128669,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,cluster1
0,200200,0.161788,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,cluster1
0,200100,0.187087,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,cluster1
0,200000,0.160973,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,cluster1
0,195900,0.122768,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,cluster1
0,195800,0.123771,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,cluster1
0,195700,0.1161,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,cluster1
0,195600,0.22004,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,cluster1
0,195500,0.38665,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,cluster1
0,195400,0.130701,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,cluster1
0,195300,0.111074,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,cluster1
0,195200,0.2421,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,cluster1
0,195100,0.225623,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,cluster1
0,195000,0.24752,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,cluster1
0,194900,0.24602,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,cluster1
0,194800,0.23095,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,cluster1
0,194700,0.227983,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,cluster1
0,194600,0.234599,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,cluster1
0,194500,0.221168,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,cluster1
0,194400,0.23969,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,cluster1
0,194300,0.252033,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,cluster1
0,194200,0.261503,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,cluster1
0,194100,0.25462,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,cluster1
0,194000,0.379369,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,cluster1
0,193900,0.467087,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,cluster1
0,193800,0.3813,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,cluster1
0,193700,0.276167,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,cluster1
0,193600,0.181417,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,cluster1
0,193500,0.245584,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,cluster1
0,193400,0.23364,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,cluster1
0,193300,0.231003,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,cluster1
0,193200,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,cluster1
0,193100,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,cluster1
0,193000,0.044336,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,cluster1
0,192900,0.050184,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,cluster1
0,192800,0.038554,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,cluster1
0,192700,0.031203,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,cluster1
0,192600,0.010173,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,cluster1
0,192500,0.047337,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,cluster1
0,192400,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,cluster1
0,192300,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,cluster1
1,211000,0.51804,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,cluster1
1,210900,0.389957,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,cluster1
1,210800,0.37742,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,cluster1
1,210700,0.425236,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,cluster1
1,210600,0.458617,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,cluster1
1,210500,0.429618,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,cluster1
1,210400,0.254254,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,cluster1
1,210300,0.314117,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,cluster1
1,210200,0.320537,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,cluster1
1,210100,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,cluster1
1,210000,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,cluster1
1,205900,0.30135,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,cluster1
1,205800,0.21108,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,cluster1
1,205700,0.194687,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,cluster1
1,205600,0.173891,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,cluster1
1,205500,0.200303,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,cluster1
1,205400,0.170506,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,cluster1
1,205300,0.1666,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,cluster1
1,205200,0.178851,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,cluster1
1,204400,0.149291,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,cluster1
1,204300,0.149039,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,cluster1
1,204200,0.135667,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,cluster1
1,204100,0.06067,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,cluster1
1,204000,0.799967,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,cluster1
1,203900,0.776387,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,cluster1
1,203800,0.302839,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,cluster1
1,203500,0.325273,0,1,0,0,1,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,cluster1
1,203400,0.35229,0,1,0,0,1,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,cluster1
1,203300,0.555088,0,1,0,0,1,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,cluster1
1,203200,0.629387,0,1,0,0,1,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,cluster1
1,203100,0.649423,0,1,0,0,1,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,cluster1
1,203000,0.417744,0,1,0,0,1,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,cluster1
1,202900,0.44747,0,1,0,0,1,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,cluster1
1,202800,0.61549,0,1,0,0,1,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,cluster1
1,202700,0.607934,0,1,0,0,1,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,cluster1
1,202600,0.6208,0,1,0,0,1,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,cluster1
1,202500,0.624516,0,1,0,0,1,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,cluster1
1,202400,0.626073,0,1,0,0,1,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,cluster1
1,202300,0.636536,0,1,0,0,1,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,cluster1
1,202000,0.606936,0,1,0,0,1,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,cluster1
1,201900,0.62425,0,1,0,0,1,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,cluster1
1,201800,0.61828,0,1,0,0,1,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,cluster1
1,201700,0.635729,0,1,0,0,1,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,cluster1
1,201600,0.621477,0,1,0,0,1,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,cluster1
1,201500,0.80732,0,1,0,0,1,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,cluster1
1,201400,0.98893,0,1,0,0,1,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,cluster1
1,201300,0.7321,0,1,0,0,1,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,cluster1
1,201200,0.747241,0,1,0,0,1,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,cluster1
1,201100,0.664486,0,1,0,0,1,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,cluster1
1,201000,0.632404,0,1,0,0,1,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,cluster1
1,200900,0.640473,0,1,0,0,1,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,cluster1
1,200800,0.637066,0,1,0,0,1,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,cluster1
1,200700,0.638657,0,1,0,0,1,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,cluster1
1,200600,0.66559,0,1,0,0,1,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,cluster1
1,200500,0.676758,0,1,0,0,1,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,cluster1
1,200400,0.715907,0,1,0,0,1,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,cluster1
1,200300,0.69239,0,1,0,0,1,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,cluster1
1,200200,0.687549,0,1,0,0,1,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,cluster1
1,200100,0.687156,0,1,0,0,1,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,cluster1
1,200000,0.23622,0,1,0,0,1,0,0,0,0,1,0,0,0,1,1,1,0,0,0,0,cluster1
1,195900,0.065207,0,1,0,0,1,0,0,0,0,1,0,0,0,1,1,1,0,0,0,0,cluster1
1,195800,0.541867,0,1,0,0,1,0,0,0,0,1,0,0,0,1,1,1,0,0,0,0,cluster1
1,195500,0.748877,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,cluster1
1,195400,0.678869,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,cluster1
1,195300,0.633834,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,cluster1
1,195200,0.638536,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,cluster1
1,194000,0.394983,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,cluster1
1,193900,0.861593,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,cluster1
1,193800,1.35017,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,cluster1
1,193700,0.606957,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,cluster1
1,193600,0.600903,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,cluster1
1,193500,0.715685,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,cluster1
1,193400,0.649091,0,1,0,0,1,0,0,0,0,1,0,0,0,1,1,1,0,0,0,0,cluster1
1,193300,0.650254,0,1,0,0,1,0,0,0,0,1,0,0,0,1,1,1,0,0,0,0,cluster1
