Day,' Time','use [kW]','03:OfficeOutlets* [kVA]','04:LivingRoomOutlets* [kVA]','05:GuestBathOutlets* [kVA]','06:MasterBathOutlets* [kVA]','07:LivingRoomPatioLights* [kVA]','08:GuestBathHallLights* [kVA]','09:DiningRoomOutlets* [kVA]','10:OutsideOutlets* [kVA]','11:CellarLights* [kVA]','14:WashingMachine* [kVA]','16:DisposalDishwasher* [kVA]','17:Microwave* [kVA]','18:KitchenLights* [kVA]','19:BedroomOutlets* [kVA]','20:BedroomLights* [kVA]','21:MasterOutlets* [kVA]','22:MasterLights* [kVA]','24:CounterOutlets1* [kVA]','25:CounterOutlets2* [kVA]','26:KitchenOutlets* [kVA]',Cluster
1,3900,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,cluster17
1,3800,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,cluster17
1,3700,0.069169,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,cluster17
1,3600,0.043503,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,cluster17
1,3500,0.41313,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,cluster17
1,3400,0.880781,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,cluster17
1,3300,0.231147,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,cluster17
1,3200,0.247616,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,1,cluster17
1,3100,1.3516,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,1,cluster17
1,3000,1.58025,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,1,cluster17
1,2900,1.55884,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,1,cluster17
1,2800,1.61037,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,1,cluster17
1,2600,0.165487,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,cluster17
1,2500,0.110636,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,cluster17
1,2400,0.32637,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,cluster17
1,2300,0.336608,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,cluster17
1,2200,0.255193,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,cluster17
1,2100,0.22364,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,cluster17
1,2000,0.058434,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,cluster17
1,1900,0.209324,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,cluster17
1,1800,0.232186,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,cluster17
1,1700,0.258253,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,cluster17
