"Date & Time","use [kW]","gen [kW]","12:FurnaceHRV [kW]","12:FurnaceHRV* [kVA]","13:CellarOutlets [kW]","13:CellarOutlets* [kVA]","14:WashingMachine [kW]","14:WashingMachine* [kVA]","15:FridgeRange [kW]","15:FridgeRange* [kVA]","16:DisposalDishwasher [kW]","16:DisposalDishwasher* [kVA]","17:Microwave [kW]","17:Microwave* [kVA]","18:KitchenLights [kW]","18:KitchenLights* [kVA]","19:BedroomOutlets [kW]","19:BedroomOutlets* [kVA]","20:BedroomLights [kW]","20:BedroomLights* [kVA]","21:MasterOutlets [kW]","21:MasterOutlets* [kVA]","22:MasterLights [kW]","22:MasterLights* [kVA]","23:DuctHeaterHRV [kW]","23:DuctHeaterHRV* [kVA]"
2014-06-21 23:59:00,-0.000000000,-0.000000000,-0.048133333,0.071366667,-0.115400000,0.137133333,-0.005533333,0.013466667,-0.005550000,0.009000000,-0.202383333,0.205200000,-0.003133333,0.003950000,-0.003433333,0.008033333,-0.066666667,0.067950000,-0.005083333,0.011100000,-0.094266667,0.098716667,-0.010550000,0.045783333,-0.421866667,0.616616667
2014-06-21 23:58:00,-0.000000000,-0.000000000,-0.048233333,0.071583333,-0.118200000,0.140016667,-0.005533333,0.013466667,-0.004766667,0.008400000,-0.580266667,0.584216667,-0.002666667,0.003633333,-0.003300000,0.007933333,-0.066916667,0.068183333,-0.004883333,0.010966667,-0.094466667,0.098916667,-0.010600000,0.045550000,-0.438750000,0.611550000
2014-06-21 23:57:00,-0.000000000,-0.000000000,-0.048533333,0.072450000,-0.129750000,0.159416667,-0.005550000,0.013466667,-0.002916667,0.006966667,-1.563400000,1.567516667,-0.001533333,0.002800000,-0.003100000,0.007683333,-0.067600000,0.068850000,-0.004333333,0.010566667,-0.094900000,0.099366667,-0.010533333,0.044900000,-0.428383333,0.601633333
2014-06-21 23:56:00,-0.000000000,-0.000000000,-0.048066667,0.071616667,-0.002983333,0.014450000,-0.005583333,0.013433333,-0.002883333,0.006933333,-1.565250000,1.569383333,-0.001516667,0.002816667,-0.003100000,0.007716667,-0.067583333,0.068850000,-0.004350000,0.010566667,-0.095016667,0.099516667,-0.010516667,0.044950000,-0.418166667,0.595683333
2014-06-21 23:55:00,-0.000000000,-0.000000000,-0.048033333,0.071616667,-0.002983333,0.014466667,-0.005583333,0.013400000,-0.002883333,0.006950000,-1.565916667,1.570033333,-0.001516667,0.002783333,-0.003083333,0.007683333,-0.067566667,0.068833333,-0.004350000,0.010550000,-0.094900000,0.099383333,-0.010583333,0.044983333,-0.435183333,0.611366667
2014-06-21 23:54:00,-0.000000000,-0.000000000,-0.047933333,0.071166667,-0.002983333,0.014416667,-0.005566667,0.013383333,-0.002900000,0.006916667,-1.562650000,1.566766667,-0.001500000,0.002766667,-0.003083333,0.007683333,-0.067416667,0.068683333,-0.004366667,0.010600000,-0.094733333,0.099250000,-0.010550000,0.044816667,-0.429600000,0.603700000
2014-06-21 23:53:00,-0.000000000,-0.000000000,-0.047483333,0.069750000,-0.003116667,0.014683333,-0.005550000,0.013383333,-0.005666667,0.009116667,-0.085183333,0.105566667,-0.003200000,0.004016667,-0.003450000,0.008033333,-0.066333333,0.067633333,-0.005133333,0.011100000,-0.093883333,0.098416667,-0.010533333,0.045700000,-0.422550000,0.607716667
2014-06-21 23:52:00,-0.000000000,-0.000000000,-0.047483333,0.069850000,-0.003100000,0.014683333,-0.005533333,0.013383333,-0.005633333,0.009066667,-0.124200000,0.130866667,-0.003166667,0.003966667,-0.003400000,0.008050000,-0.066366667,0.067666667,-0.005133333,0.011116667,-0.093883333,0.098416667,-0.010666667,0.045733333,-0.450866667,0.630516667
2014-06-21 23:51:00,-0.000000000,-0.000000000,-0.047633333,0.070233333,-0.003116667,0.014716667,-0.005533333,0.013366667,-0.005616667,0.009050000,-0.196516667,0.198616667,-0.003116667,0.003933333,-0.003416667,0.008033333,-0.066583333,0.067883333,-0.005100000,0.011100000,-0.094083333,0.098583333,-0.010650000,0.045816667,-0.442983333,0.619100000
2014-06-21 23:50:00,-0.000000000,-0.000000000,-0.047516667,0.069750000,-0.003133333,0.014733333,-0.005550000,0.013366667,-0.006050000,0.009500000,-0.197250000,0.199400000,-0.002933333,0.003800000,-0.004366667,0.008200000,-0.356316667,0.386116667,-0.005733333,0.011250000,-0.093750000,0.098300000,-0.010616667,0.045883333,-0.436966667,0.616066667
