"Date & Time","use [kW]","gen [kW]","12:FurnaceHRV [kW]","12:FurnaceHRV* [kVA]","13:CellarOutlets [kW]","13:CellarOutlets* [kVA]","14:WashingMachine [kW]","14:WashingMachine* [kVA]","15:FridgeRange [kW]","15:FridgeRange* [kVA]","16:DisposalDishwasher [kW]","16:DisposalDishwasher* [kVA]","17:Microwave [kW]","17:Microwave* [kVA]","18:KitchenLights [kW]","18:KitchenLights* [kVA]","19:BedroomOutlets [kW]","19:BedroomOutlets* [kVA]","20:BedroomLights [kW]","20:BedroomLights* [kVA]","21:MasterOutlets [kW]","21:MasterOutlets* [kVA]","22:MasterLights [kW]","22:MasterLights* [kVA]","23:DuctHeaterHRV [kW]","23:DuctHeaterHRV* [kVA]"
2014-05-31 23:59:00,-0.000000000,-0.000000000,-0.580133333,0.731683333,-0.003083333,0.014316667,-0.006100000,0.013100000,-0.108900000,0.190300000,-1.542400000,1.546550000,-0.001616667,0.002783333,-0.002900000,0.007616667,-0.019566667,0.022116667,-0.003966667,0.010216667,-0.058166667,0.066450000,-0.008916667,0.043966667,-0.027033333,0.094816667
2014-05-31 23:58:00,-0.000000000,-0.000000000,-0.579283333,0.729450000,-0.059083333,0.075783333,-0.006083333,0.013350000,-0.110283333,0.190983333,-1.538150000,1.542250000,-0.001616667,0.002816667,-0.002883333,0.007616667,-0.019533333,0.022166667,-0.003966667,0.010316667,-0.058150000,0.066633333,-0.008883333,0.043816667,-0.027183333,0.106866667
2014-05-31 23:57:00,-0.000000000,-0.000000000,-0.729583333,0.879183333,-0.107700000,0.128583333,-0.006250000,0.013383333,-0.110583333,0.191266667,-1.540266667,1.544383333,-0.001600000,0.002800000,-0.002883333,0.007633333,-0.019550000,0.022150000,-0.003966667,0.010283333,-0.058150000,0.066583333,-0.008916667,0.043850000,-0.028300000,0.120733333
2014-05-31 23:56:00,-0.000000000,-0.000000000,-0.747933333,0.899333333,-0.107800000,0.128716667,-0.006266667,0.013350000,-0.111616667,0.191966667,-1.541200000,1.545283333,-0.001600000,0.002783333,-0.002866667,0.007600000,-0.019516667,0.022116667,-0.003983333,0.010283333,-0.058116667,0.066533333,-0.008916667,0.043883333,-0.029866667,0.122383333
2014-05-31 23:55:00,-0.000000000,-0.000000000,-0.747966667,0.899233333,-0.108000000,0.128866667,-0.006250000,0.013366667,-0.114566667,0.193866667,-1.541983333,1.546066667,-0.001616667,0.002800000,-0.002866667,0.007616667,-0.019533333,0.022116667,-0.003966667,0.010300000,-0.058100000,0.066516667,-0.008933333,0.043900000,-0.029450000,0.126883333
2014-05-31 23:54:00,-0.000000000,-0.000000000,-0.748900000,0.900100000,-0.108283333,0.129100000,-0.006266667,0.013350000,-0.118700000,0.196566667,-1.543250000,1.547333333,-0.001583333,0.002783333,-0.002866667,0.007616667,-0.019533333,0.022116667,-0.003966667,0.010300000,-0.058100000,0.066500000,-0.008933333,0.043950000,-0.028416667,0.122933333
2014-05-31 23:53:00,-0.000000000,-0.000000000,-0.750100000,0.901750000,-0.108483333,0.129316667,-0.006250000,0.013300000,-0.120066667,0.197633333,-1.545400000,1.549516667,-0.001600000,0.002783333,-0.002850000,0.007616667,-0.019550000,0.022133333,-0.003983333,0.010283333,-0.058100000,0.066466667,-0.008950000,0.044050000,-0.028900000,0.122250000
2014-05-31 23:52:00,-0.000000000,-0.000000000,-0.751916667,0.904950000,-0.108733333,0.129616667,-0.006266667,0.013266667,-0.119766667,0.197783333,-1.548783333,1.552933333,-0.001600000,0.002766667,-0.002866667,0.007633333,-0.019583333,0.022166667,-0.003983333,0.010266667,-0.058200000,0.066500000,-0.008966667,0.044133333,-0.027150000,0.106283333
2014-05-31 23:51:00,-0.000000000,-0.000000000,-0.755916667,0.912300000,-0.108983333,0.130100000,-0.006283333,0.013200000,-0.120216667,0.198683333,-1.555583333,1.559783333,-0.001616667,0.002783333,-0.002883333,0.007666667,-0.019683333,0.022266667,-0.004000000,0.010300000,-0.058366667,0.066666667,-0.009016667,0.044333333,-0.030433333,0.119750000
2014-05-31 23:50:00,-0.000000000,-0.000000000,-0.756166667,0.911066667,-0.109616667,0.131150000,-0.006250000,0.013200000,-0.122450000,0.202266667,-0.658566667,0.669216667,-0.002666667,0.003583333,-0.003083333,0.007900000,-0.019216667,0.021866667,-0.004483333,0.010633333,-0.057966667,0.066266667,-0.009016667,0.044916667,-0.029183333,0.113316667
2014-05-31 23:49:00,-0.000000000,-0.000000000,-0.592433333,0.744216667,-0.109983333,0.131850000,-0.006066667,0.013116667,-0.123900000,0.204733333,-0.009533333,0.028950000,-0.003416667,0.004183333,-0.003283333,0.008083333,-0.018966667,0.021600000,-0.004833333,0.010866667,-0.057833333,0.066100000,-0.008983333,0.045350000,-0.026383333,0.117766667
2014-05-31 23:48:00,-0.000000000,-0.000000000,-0.583383333,0.734616667,-0.110116667,0.131866667,-0.006050000,0.013116667,-0.123566667,0.204183333,-0.104000000,0.117533333,-0.003316667,0.004066667,-0.003250000,0.008050000,-0.018983333,0.021650000,-0.004783333,0.010850000,-0.057916667,0.066216667,-0.009000000,0.045250000,-0.027700000,0.122950000
2014-05-31 23:47:00,-0.000000000,-0.000000000,-0.583850000,0.735433333,-0.110300000,0.132083333,-0.006050000,0.013066667,-0.123383333,0.204183333,-0.111850000,0.125250000,-0.003316667,0.004066667,-0.003250000,0.008066667,-0.019016667,0.021650000,-0.004783333,0.010833333,-0.057883333,0.066166667,-0.008983333,0.045300000,-0.027016667,0.121750000
2014-05-31 23:46:00,-0.000000000,-0.000000000,-0.583716667,0.734850000,-0.110350000,0.131983333,-0.006050000,0.013116667,-0.123233333,0.203783333,-0.195016667,0.197283333,-0.003216667,0.004000000,-0.003216667,0.008016667,-0.019033333,0.021700000,-0.004733333,0.010800000,-0.057800000,0.066116667,-0.008983333,0.045166667,-0.027400000,0.118716667
2014-05-31 23:45:00,-0.000000000,-0.000000000,-0.583116667,0.733683333,-0.110383333,0.131966667,-0.006050000,0.013066667,-0.123883333,0.204000000,-0.194800000,0.197066667,-0.003233333,0.003983333,-0.003216667,0.008016667,-0.019016667,0.021650000,-0.004716667,0.010800000,-0.057816667,0.066133333,-0.008950000,0.045116667,-0.023733333,0.111250000
2014-05-31 23:44:00,-0.000000000,-0.000000000,-0.582366667,0.731683333,-0.110433333,0.131916667,-0.006050000,0.013133333,-0.124133333,0.204000000,-0.194583333,0.196866667,-0.003216667,0.004000000,-0.003216667,0.008016667,-0.018983333,0.021616667,-0.004733333,0.010783333,-0.057750000,0.066083333,-0.008933333,0.045033333,-0.023983333,0.114250000
2014-05-31 23:43:00,-0.000000000,-0.000000000,-0.581900000,0.730466667,-0.110550000,0.131966667,-0.006050000,0.013166667,-0.124100000,0.203900000,-0.181733333,0.186916667,-0.003233333,0.003983333,-0.003233333,0.008000000,-0.018966667,0.021616667,-0.004733333,0.010800000,-0.057766667,0.066133333,-0.008933333,0.045000000,-0.021333333,0.104483333
2014-05-31 23:42:00,-0.000000000,-0.000000000,-0.581433333,0.729366667,-0.110866667,0.132333333,-0.006033333,0.013100000,-0.124266667,0.204466667,-0.009216667,0.028633333,-0.003383333,0.004133333,-0.003266667,0.008050000,-0.018866667,0.021500000,-0.004833333,0.010833333,-0.057616667,0.065966667,-0.008900000,0.045066667,-0.019433333,0.094633333
