"Date & Time","use [kW]","gen [kW]","12:FurnaceHRV [kW]","12:FurnaceHRV* [kVA]","13:CellarOutlets [kW]","13:CellarOutlets* [kVA]","14:WashingMachine [kW]","14:WashingMachine* [kVA]","15:FridgeRange [kW]","15:FridgeRange* [kVA]","16:DisposalDishwasher [kW]","16:DisposalDishwasher* [kVA]","17:Microwave [kW]","17:Microwave* [kVA]","18:KitchenLights [kW]","18:KitchenLights* [kVA]","19:BedroomOutlets [kW]","19:BedroomOutlets* [kVA]","20:BedroomLights [kW]","20:BedroomLights* [kVA]","21:MasterOutlets [kW]","21:MasterOutlets* [kVA]","22:MasterLights [kW]","22:MasterLights* [kVA]","23:DuctHeaterHRV [kW]","23:DuctHeaterHRV* [kVA]"
2014-07-05 23:59:00,-0.000000000,-0.000000000,-0.017500000,0.036000000,-0.003766667,0.014733333,-0.005483333,0.013616667,-0.118583333,0.200666667,-0.006466667,0.031383333,-0.002983333,0.003933333,-0.004933333,0.008766667,-0.532050000,0.556716667,-0.007600000,0.012050000,-0.492033333,0.511316667,-0.008700000,0.044883333,-0.019700000,0.083583333
2014-07-05 23:58:00,-0.000000000,-0.000000000,-0.017516667,0.036116667,-0.003783333,0.014766667,-0.005466667,0.013600000,-0.120733333,0.202283333,-0.006500000,0.031466667,-0.002966667,0.003916667,-0.004950000,0.008783333,-0.533166667,0.557933333,-0.007616667,0.012066667,-0.494833333,0.514183333,-0.008733333,0.044950000,-0.026850000,0.093350000
2014-07-05 23:57:00,-0.000000000,-0.000000000,-0.017550000,0.036200000,-0.003783333,0.014783333,-0.005466667,0.013616667,-0.125016667,0.205133333,-0.006500000,0.031483333,-0.002966667,0.003966667,-0.004950000,0.008800000,-0.533933333,0.558800000,-0.007616667,0.012083333,-0.497216667,0.516633333,-0.008716667,0.045000000,-0.018083333,0.070200000
2014-07-05 23:56:00,-0.000000000,-0.000000000,-0.017550000,0.036133333,-0.003766667,0.014750000,-0.005483333,0.013616667,-0.125800000,0.205533333,-0.006483333,0.031466667,-0.002983333,0.004083333,-0.004950000,0.008850000,-0.532300000,0.557083333,-0.007616667,0.012133333,-0.496800000,0.516100000,-0.008700000,0.044966667,-0.019516667,0.075016667
2014-07-05 23:55:00,-0.000000000,-0.000000000,-0.017516667,0.036050000,-0.003783333,0.014750000,-0.005466667,0.013583333,-0.125533333,0.205183333,-0.006483333,0.031383333,-0.002966667,0.003950000,-0.004916667,0.008750000,-0.529500000,0.554233333,-0.007600000,0.012066667,-0.493500000,0.512783333,-0.008733333,0.044866667,-0.025250000,0.087516667
2014-07-05 23:54:00,-0.000000000,-0.000000000,-0.017516667,0.036016667,-0.003766667,0.014733333,-0.005483333,0.013616667,-0.125483333,0.205000000,-0.006483333,0.031366667,-0.002966667,0.003950000,-0.004933333,0.008783333,-0.531500000,0.556183333,-0.007600000,0.012033333,-0.493016667,0.512200000,-0.008683333,0.044816667,-0.020750000,0.094883333
2014-07-05 23:53:00,-0.000000000,-0.000000000,-0.017500000,0.036000000,-0.003783333,0.014716667,-0.005466667,0.013616667,-0.125850000,0.205200000,-0.006483333,0.031333333,-0.002966667,0.003933333,-0.004933333,0.008766667,-0.533400000,0.558000000,-0.007616667,0.012066667,-0.497066667,0.516216667,-0.008700000,0.044783333,-0.022166667,0.095116667
2014-07-05 23:52:00,-0.000000000,-0.000000000,-0.017550000,0.036100000,-0.003766667,0.014733333,-0.005466667,0.013583333,-0.124633333,0.204533333,-0.006483333,0.031383333,-0.002966667,0.004100000,-0.004933333,0.008833333,-0.532733333,0.557416667,-0.007616667,0.012150000,-0.497850000,0.517016667,-0.008700000,0.044833333,-0.022750000,0.096466667
2014-07-05 23:51:00,-0.000000000,-0.000000000,-0.017566667,0.036133333,-0.003766667,0.014716667,-0.005483333,0.013566667,-0.123300000,0.203616667,-0.006466667,0.031366667,-0.002950000,0.003900000,-0.004933333,0.008766667,-0.531800000,0.556516667,-0.007616667,0.012033333,-0.494500000,0.513766667,-0.008683333,0.044816667,-0.018033333,0.079750000
2014-07-05 23:50:00,-0.000000000,-0.000000000,-0.017533333,0.036033333,-0.003766667,0.014716667,-0.005466667,0.013583333,-0.120916667,0.202016667,-0.006483333,0.031350000,-0.002966667,0.004050000,-0.004950000,0.008833333,-0.533683333,0.558316667,-0.007616667,0.012100000,-0.500066667,0.519183333,-0.008683333,0.044800000,-0.016633333,0.069600000
