Instance_number,Day,' Time','use [kW]','02:Dryer* [kVA]','03:OfficeOutlets* [kVA]','04:LivingRoomOutlets* [kVA]','05:GuestBathOutlets* [kVA]','06:MasterBathOutlets* [kVA]','07:LivingRoomPatioLights* [kVA]','08:GuestBathHallLights* [kVA]','09:DiningRoomOutlets* [kVA]','10:OutsideOutlets* [kVA]','11:CellarLights* [kVA]','14:WashingMachine* [kVA]','16:DisposalDishwasher* [kVA]','17:Microwave* [kVA]','18:KitchenLights* [kVA]','19:BedroomOutlets* [kVA]','20:BedroomLights* [kVA]','21:MasterOutlets* [kVA]','22:MasterLights* [kVA]','24:CounterOutlets1* [kVA]','25:CounterOutlets2* [kVA]','26:KitchenOutlets* [kVA]',Cluster
30238,0,0,0.586833,0.015667,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,cluster6
30239,0,235900,1.183083,0.015333,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,cluster14
30240,0,235800,1.585167,0.0151,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,cluster14
30241,0,235700,2.5794,0.0145,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,1,cluster5
30242,0,235600,2.440933,0.014433,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,1,cluster5
30243,0,235500,2.456967,0.014433,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,1,cluster5
30244,0,235400,2.447217,0.0145,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,1,cluster5
30245,0,235300,0.9604,0.0153,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,cluster14
30246,0,235200,1.025467,0.0153,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,cluster14
30247,0,235100,1.08955,0.015233,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,cluster14
30248,0,235000,1.371333,0.0153,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,cluster14
30249,0,234900,1.402333,0.0153,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,cluster14
30250,0,234800,1.18935,0.0153,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,cluster14
30251,0,234700,0.920817,0.015333,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,cluster6
30252,0,234600,1.043283,0.0153,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,cluster14
30253,0,234500,1.1964,0.0152,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,cluster14
30254,0,234400,1.249317,0.015167,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,cluster14
30255,0,234300,1.236267,0.0153,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,cluster14
