Instance_number,Day,' Time','use [kW]','02:Dryer* [kVA]','03:OfficeOutlets* [kVA]','04:LivingRoomOutlets* [kVA]','05:GuestBathOutlets* [kVA]','06:MasterBathOutlets* [kVA]','07:LivingRoomPatioLights* [kVA]','08:GuestBathHallLights* [kVA]','09:DiningRoomOutlets* [kVA]','10:OutsideOutlets* [kVA]','11:CellarLights* [kVA]','14:WashingMachine* [kVA]','16:DisposalDishwasher* [kVA]','17:Microwave* [kVA]','18:KitchenLights* [kVA]','19:BedroomOutlets* [kVA]','20:BedroomLights* [kVA]','21:MasterOutlets* [kVA]','22:MasterLights* [kVA]','24:CounterOutlets1* [kVA]','25:CounterOutlets2* [kVA]','26:KitchenOutlets* [kVA]',Cluster
50398,0,0,1.1881,0.0153,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,cluster14
50399,0,235900,1.354117,0.015767,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,cluster6
50400,0,235800,1.367233,0.015767,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,cluster6
50401,0,235700,1.36605,0.015767,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,cluster6
50402,0,235600,1.366367,0.015767,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,cluster6
50403,0,235500,1.365417,0.015767,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,cluster6
50404,0,235400,1.361767,0.015767,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,cluster6
50405,0,235300,1.369083,0.015767,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,cluster6
50406,0,235200,1.369,0.015733,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,cluster6
50407,0,235100,1.3582,0.015667,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,cluster6
50408,0,235000,1.362667,0.015733,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,cluster6
50409,0,234900,1.359133,0.015733,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,cluster6
50410,0,234800,1.3478,0.015733,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,cluster6
50411,0,234700,1.34355,0.015767,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,cluster6
50412,0,234600,1.348083,0.015733,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,cluster6
50413,0,234500,1.342367,0.0157,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,cluster6
50414,0,234400,1.346483,0.0157,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,cluster6
50415,0,234300,1.4526,0.0157,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,cluster6
50416,0,234200,1.455083,0.015733,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,cluster6
50417,0,234100,1.46655,0.0157,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,cluster6
50418,0,234000,1.687517,0.0157,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,cluster0
50419,0,233900,1.851683,0.015767,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,cluster0
50420,0,233800,1.86625,0.015733,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,cluster6
